,gold_sents,pegasus_output_sents
65,"On August 9, 2006, the San Francisco office of the Equal Employment Opportunity Commission filed a lawsuit under Title VII against Robert G. Aptekar, MD, Inc. and the Arthritis and Orthopedic Medical Clinic in the U.S. District Court for the Northern District of California.[SENTMARKER]The EEOC alleged that the defendants had violated the rights of the complainant by subjecting her to racial harassment, subjecting her to a hostile work environment, and by retaliating against her when she filed a complaint with the EEOC.[SENTMARKER]On July 16, 2007, the parties entered a consent decree set to last 18 months, which the District Court (Judge Ronald M. Whyte) approved on August 20, 2007.[SENTMARKER]Among other things, the defendants agreed to pay the complainant $44,000 in unspecified damages.","On November 17, 2006, the EEOC filed this suit in the U.S. District Court for the Northern District of California (San Jose division) alleging that the defendant, Robert G. Aptekar, M.D., Inc., d/b/a/Arthritis and Orthopedic Medical Clinic, had discriminated against an African American employee by subjecting her to a racially hostile work environment based on her race, Afi-ican American.[SENTMARKER]The complaint also alleged that defendant discharged the employee in retaliation for complaining about racial harassment.[SENTMARKER]The parties entered into a Consent Decree to further the objectives of equal employment opportunity as set forth in Title VII.[SENTMARKER]As part of the consent decree, defendant agreed to pay a total of $44.00 (Forty-four thousand dollars) to the plaintiff.[SENTMARKER]The consent decree also required the defendant to develop or revise its complaint policies and procedures to the extent necessary, such as to encourage employees to come forward with complaints about violations of its harassment policy.[SENTMARKER]The defendant also agreed to provide its employees with convenient, confidential and reliable mechanisms for reporting incidents of harassment and retaliation.[SENTMARKER]The decree terminated eighteen (18) months from the date of entry by the court, unless the court finds Defendant to be in substantial violation of the terms of the Decree because of noncompliance by the defendant."
66,"On September 27, 2006, The EEOC filed this lawsuit in the U.S. District Court for the Easter District of California.[SENTMARKER]The plaintiff sued Foam Works, LLC under Title VII of the Civil Rights Act of 1964 alleging sexual harassment and a hostile work environment.[SENTMARKER]On October 12, 2007, District Judge Morrison C. England approved and ordered a proposed consent decree.[SENTMARKER]The consent decree required the Defendant to pay the complainant $21,500 in compensatory damages.[SENTMARKER]The Defendant was also required to conduct annual training on harassment, institute a confidential complaint procedure, retain pertinent records, and allow the EEOC to inspect documents with twenty days notice.","The Equal Employment Opportunity Commission (EEOC) filed this suit in the U.S. District Court for the Eastern District of California on October 12, 2007 against Foam Works, LLC.[SENTMARKER]The complaint alleged that the defendant violated Title VII of the Civil Rights Act of 1964 by subjecting a female employee to sexual harassment and retaliation because of her race, color, and national origin.[SENTMARKER]The parties entered into a consent decree in which the defendant agreed to pay a total of $21,500 to the EEOC.[SENTMARKER]The consent decree also required the defendant to provide training to its employees to prevent and correct discrimination, and to establish a record-keeping procedure that provides for the centralized tracking of discrimination complaints and the monitoring of such complaints.[SENTMARKER]The defendant also agreed not to make any employer contributions to the settlement."
67,"On September 29, 2006, the Los Angeles District Office of the EEOC filed this suit in the U.S. District Court for the Southern District of California.[SENTMARKER]The plaintiffs sued Hometown Buffet Inc. under for violation of Title VII of the Civil Rights Act of 1964.[SENTMARKER]Specifically, the plaintiffs alleged sexual harassment and a hostile work environment.[SENTMARKER]On July 22, 2009, Judge Michael M. Anello approved the proposed consent decree put forth by the parties.[SENTMARKER]Its effective period was two years, and there is nothing more on the docket - so presumably the matter ended in 2011.","On September 29, 2006, the Equal Employment Opportunity Commission (EEOC) filed this suit in the U.S. District Court for the Southern District of California against Hometown Buffet, Inc. (HTB) alleging that HTB engaged in unlawful employment practices in violation of Title VII of the Civil Rights Act of 1964.[SENTMARKER]The complaint alleged that, since October 2002, HTB subjected several female employees to sexual harassment on the basis of sex, including unwanted physical touching and/or sexually charged and suggestive speech and conduct.[SENTMARKER]The complaint further alleged that the sexual harassment included, but not limited to, ""unwanted physical touching"" and ""sexually charged"" or suggestive conduct.[SENTMARKER]After the parties entered into a consent decree in October 2006, the parties agreed to a settlement that required HTB to comply with the terms of the consent decree.[SENTMARKER]The parties also agreed to pay each of the alleged female employees a total of $2,100.[SENTMARKER]The settlement was subject to approval by the court.[SENTMARKER]The court granted the parties' motion for partial summary judgment on the issue of whether the EEOC satisfied its duty to conciliate prior to commencing this action."
68,"On September 29, 2005 the San Francisco District Office of the EEOC filed this lawsuit in the U.S. District Court for the Eastern District of California.[SENTMARKER]The plaintiff sued Paragary's Management Group, Paramoor, Inc., and PDK Partnership under Title VII of the Civil Rights Act of 1964.[SENTMARKER]The EEOC represented claimants who alleged the defendants had subjected them to a hostile work environment and disparate treatment.[SENTMARKER]On April 29, 2009 Judge Morrison C. England approved and ordered a consent decree to be in effect for three years.[SENTMARKER]The decree granted permanent injunctive relief and $60,000 in monetary damages.[SENTMARKER]There is nothing more in the docket, so presumably the matter ended in 2012.","The San Francisco District Office of the Equal Employment Opportunity Commission filed this suit in the U.S. District Court for the 9 Eastern District of California against the defendants, Paramoor Management Group, Inc., PDK Partnership, and PK Partnership, alleging that the defendants violated Title VII of the Civil Rights Act of 1964 by creating an offensive, abusive, and hostile work environment based on the sex and national origin of the claimants.[SENTMARKER]The claimants alleged that they were subjected to both verbal and physical acts of harassment and discrimination based on their sex.[SENTMARKER]The defendants agreed to pay the claimants $60,000 in damages and in complete satisfaction of their claims.[SENTMARKER]The parties also agreed to implement an anti-harassment policy that will encourage employees to come forward with complaints about violations of the policy."
69,"In December 2005, the EEOC district office in San Francisco, California brought this action against Pizzeria Uno Lombard, Inc., a regional restaurant chain, in the U.S. District Court for the Northern District of California The EEOC alleged that the defendant violated Title VII of the Civil Rights Act of 1964 when it subjected female employees to a sexually hostile work environment.[SENTMARKER]The defendant never answered the complaint, and an entry of default was entered against it on September 8th, 2006.[SENTMARKER]The EEOC voluntarily dismissed the action in April 2007 before the magistrate judge's report and recommendation for judgement was entered.","On September 12, 2006, the Equal Employment Opportunity Commission filed this suit in the U.S. District Court for the Northern District of California against Pizzeria Uno Lombard, Inc. and its officers, successors, assigns, and all persons in active concert or participation with it, alleging discrimination on the basis of sex in violation of Title VII of the Civil Rights Act of 1964.[SENTMARKER]The complaint alleged that, since at least November of 2002, the defendant had engaged in unlawful practices in the city and county of San Francisco which created an 11 offensive, abusive, and hostile work environment based on sex.[SENTMARKER]The complaint also alleged that the defendant violated Title VII by failing to provide equal employment opportunities for its employees.[SENTMARKER]The court granted the EEOC's motion for summary judgment, and the case was dismissed without prejudice on September 12, 2006.[SENTMARKER]The EEOC filed a motion for partial summary judgment on September 14, 2006.[SENTMARKER]The case is still ongoing."
70,"In September 2005, the EEOC filed suit in the U.S. District Court for the Northern District of California under Title I and Title VII against Taylor Made Digital Systems.[SENTMARKER]The EEOC sought injunctive relief and damages, alleging that the defendant discriminated against one of its employees on the basis of her sex (female/pregnant) and race (African American).[SENTMARKER]In October 2006, the court  (Judge Maxine M. Chesney) signed a proposed consent decree.[SENTMARKER]The consent decree required the defendant to pay $30,600 to the employee who brought the initial charge.[SENTMARKER]The defendant also agreed to comply with Title VII, not to engage in retaliation against any employee because of the lawsuit, and to continue to post an anti-discrimination policy on its company intranet.[SENTMARKER]Finally, the consent decree required all inquiries about the employee who filed the initial charge to be directed to a specific member of human resources, who was prohibited from referring to the present lawsuit.[SENTMARKER]The consent decree terminated after one year.","On September 29, 2005, the Equal Employment Opportunity Commission (EEOC) filed this lawsuit in the U.S. District Court for the Northern District of California against Taylor Made Digital Systems, Inc. (Taylor Made) alleging discrimination under Title VII of the Civil Rights Act of 1964 (Title VII) and Title I of the civil rights act of 1991 (Civil Rights Act).[SENTMARKER]The complaint alleged that Taylor Made subjected Chene Gasper to unlawful race and sex discrimination because of her pregnancy when it refused to allow her to return to her position and demoted her.[SENTMARKER]The complaint also alleged that the defendant violated Title VII by failing to implement or permit any action, policy or practice 23 with the purpose of retaliating against any current or former employee of Taylor Made because he or she opposed any practice of race discrimination or sex (pregnancy) discrimination.[SENTMARKER]The parties entered into a consent decree in which the defendant agreed to pay a total of $30,600.00 to the plaintiff.[SENTMARKER]The consent decree was entered by Judge Maxine M. Chesney on December 23, 2005 and became effective upon its entry by the court on December 24, 2005.[SENTMARKER]The settlement amount is subject to court approval."
71,"In 2008, six Best Buy employees filed a class action lawsuit against Best Buy alleging discrimination on the bases of race and sex.[SENTMARKER]In 2011, the parties settled.[SENTMARKER]The settlement agreement provided for the implementation of policies to protect employees against discrimination and monetary relief.[SENTMARKER]On December 8, 2015, the monitor reported that Best Buy had complied with the terms of the consent decree and it thus expired.","The Equal Employment Opportunity Commission (EOC) filed this suit in the U.S. District Court for the Northern District of California against Best Buy Co., Inc. (Best Buy) alleging that Best Buy discriminated against African-American and female employees in violation of the California Fair Employment Housing Act (Fair Housing Act) and the California Civil Rights Act (C.R.A.).[SENTMARKER]According to the complaint, Best Buy refused to hire African-Americans who passed the company's pre-hiring tests into entry-level positions.[SENTMARKER]Best Buy also refused to employ African- Americans who complained about their treatment.[SENTMARKER]The complaint alleged that the company retaliated against black employees who filed complaints with the EOC.[SENTMARKER]The parties reached a settlement agreement in which Best Buy agreed to implement a number of anti-discrimination and anti-harassment policies and procedures.[SENTMARKER]The settlement also required Best Buy to pay compensation to African Americans and women who complained of discrimination.[SENTMARKER]The terms of the settlement are confidential."
72,"This case was brought by employees of El Paso Corporation against their employer alleging violations of ERISA and the ADEA as a result of the conversion of their pension plans to a cash balance formula.[SENTMARKER]However, the Tenth Circuit ruled that the defendant’s conversion to a cash balance plan was legal, as were the means the company utilized to transition to the new pension plan.","On December 28, 2004, three former employees of El Paso Corporation filed this class action lawsuit in the U.S. District Court for the District of Colorado against El Paso and El Paso Pension Plan.[SENTMARKER]The plaintiffs alleged that El Paso's conversion of its defined benefit pension plan to a cash balance plan, in particular one based on a final average pay formula, discriminated against older employees in violation of the Age Discrimination in Employment Act (ADEA) and the Employee Retirement Income Security Act (ERISA).[SENTMARKER]The defendants denied the charge and the EEOC was unable to resolve the controversy.[SENTMARKER]The district court granted the defendants' motion to dismiss, and the case was dismissed in part and denied in part without prejudice.[SENTMARKER]The case is now closed."
73,"On September 29, 2011, the Equal Employment Opportunity Commission (""EEOC"") brought this lawsuit against Beverage Distributors Company, LLC (""BDC"") on behalf of a visually impaired company employee in the U.S. District Court for the District of Colorado under the Americans with Disabilities Act of 1990 (""ADA"").[SENTMARKER]The EEOC claimed that BDC discriminated against the employee in violation of the ADA when it conditioned his employment on the results of a medical exam and subsequently refused to hire him as a night warehouse loader upon learning that he had a disability.[SENTMARKER]The jury initially awarded the employee $132,347 in back pay, but it found that his damages should be reduced by $102,803 because he could have mitigated those damages by finding a comparable position.[SENTMARKER]On December 9, 2013, the District Court vacated these findings and awarded injunctive relief, only to be reversed by the U.S. Court of Appeals for the Tenth Circuit because of erroneous jury instructions.[SENTMARKER]The 10th Circuit denied the EEOC's petition for rehearing in May 2015.[SENTMARKER]The parties entered into a consent decree in December 2015, and the matter appears to be closed.","The Equal Employment Opportunity Commission (EEOC) filed this suit in the U.S. District Court for the District of Colorado against Beverage Distributors Company, LLC (BDC), a wholesale liquor distribution company, alleging that BDC violated the Americans with Disabilities Act (ADA) when it withdrew its conditional offer of employment as a Night Warehouse Loader upon being informed that Mr. Mike Sungaila was legally blind.[SENTMARKER]The EEOC also sought injunctive relief prohibiting further discrimination by the employer and mandating corrective action, including hiring Sungalia into a night warehouse loader position.[SENTMARKER]On January 9, 2012, the court granted the EEOC's motion for summary judgment, finding that the defendant was liable for discrimination.[SENTMARKER]The court ordered BDC to hire an outside consultant to provide employee training and assistance in revisions to BDC's policies, job postings, notice posting, and reporting and compliance review.[SENTMARKER]On appeal, BDC seeks to postpone the order until the Tenth Circuit rules on the issue of whether BDC must hire a consultant."
74,"Female financial advisers employed by Morgan Stanley sued under Title VII and the Federal Age Discrimination in Employment Act, alleging that Morgan Stanley had a systemic pattern and practice of discriminating against female employees in compensation, promotions, and other areas.[SENTMARKER]The parties settled, with Morgan Stanley paying $46m in damages, fees, and costs of administration, and agreeing to injunctive relief.[SENTMARKER]This case was later consolidated with Amochaev v. Citigroup Global Markets Inc.","On June 22, 2006, three female financial advisors filed this class action complaint in the U.S. District Court for the District of Columbia against Morgan Stanley Co., Inc. and its predecessor company, Morgan Stanley DW Inc., alleging that Morgan Stanley discriminated against them and a class of similarly situated persons on the basis of their sex in several aspects of their employment.[SENTMARKER]The Named Plaintiffs alleged that they were denied equal employment opportunities to their female financial advisers and female registered financial advisor trainees in violation of federal and applicable state civil rights laws.[SENTMARKER]The parties engaged the services of Hunter Hughes, Esq., a highly experienced professional mediator, skilled in mediation of complex class actions, including employment discrimination litigation.[SENTMARKER]In April 2007, the Named Plaintiffs filed an amended complaint naming Morgan Stanley as a defendant.[SENTMARKER]On July 17, 2007, the District Court granted the parties' Joint Motion for Approval of the Class Action Settlement Agreement, and on October 26, 2007, the Court granted final approval of the settlement agreement.[SENTMARKER]Under the terms of the agreement, the parties agreed to revise the ""Power Rankings"" used to allocate accounts and other business opportunities to ensure equitable and fair account distribution without regard to gender.[SENTMARKER]The term for the programmatic provisions of the Settlement is five years.[SENTMARKER]The settlement agreement is subject to court approval."
75,"This case was brought by several African-American current or former U.S. Capitol Police Officers against the United States Capitol Police Board.[SENTMARKER]Plaintiffs sought compensatory damages and injunctive relief, alleging that Defendant engaged in a pattern and practice of race discrimination in employment.[SENTMARKER]On October 13, 2016, the court granted defendant's motion to dismiss most of plaintiffs' claims.[SENTMARKER]The plaintiffs filed a motion to reconsider which the court denied, and the court reaffirmed its reasoning on July 30, 2019.[SENTMARKER]The case is ongoing.","This case was brought in the U.S. District Court for the District of Columbia against the United States Capitol Police Board under the Congressional Accountability Act of 2001 (CAA) and the Americans with Disabilities Act of 1990 (ADA).[SENTMARKER]The plaintiffs alleged that the Police Board and others had violated Title VII of the Civil Rights Act of 1964, the Age Discrimination in Employment Act of 1967, the Rehabilitation Act of 1973, and Title I of the ADA.[SENTMARKER]They alleged that they were subjected to a hostile work environment based on their known associations with African American officers.[SENTMARKER]The district court dismissed the amended complaint for lack of subject matter jurisdiction pursuant to Federal Rule of Civil Procedure 12(b)(1).[SENTMARKER]The Court of Appeals granted the defendants' motion to dismiss for failure to exhaust administrative remedies on July 31, 2009, and the case was dismissed without prejudice."
76,"The EEOC filed this Age Discrimination in Employment Act case against I.G.[SENTMARKER]Burton of Seaford alleging that the defendant had fired an employee due to his age.[SENTMARKER]The parties entered into a three-year consent decree.[SENTMARKER]Under the decree, the defendant agreed to pay $70,000 in damages to three former employees and provide training and take other steps to prevent further violations.","On August 2, 2006, the Equal Employment Opportunity Commission (EEOC) filed a lawsuit in the U.S. District Court for the District of Delaware against I.G.[SENTMARKER]Burton Company, Inc., a subsidiary of LG., alleging that LG.[SENTMARKER]had violated the Age Discrimination in Employment Act of 1967 (ADEA) by terminating employees and applicants based on their age.[SENTMARKER]The complaint alleged that the terminations were based on age, and that the defendants violated the ADEA by failing to provide the EEOC with adequate training on the requirements of the law.[SENTMARKER]The parties entered into a consent decree (D.C. No. 06-524- SLR) in which the parties agreed to the following terms: (a) the defendant would not deduct its share of Social Security and Medicare contributions from the payment to the plaintiffs; .[SENTMARKER](b) the defendants would pay the plaintiffs a total of $222,,000.00 in monetary relief; .[SENTMARKER](c) the parties would cooperate in the enforcement of the terms of the consent decree; and (d) each party would bear its own expenses, costs, and attorneys' fees.[SENTMARKER]The consent decree is final and binding and is subject to court approval."
77,"In 2006, the Equal Employment Opportunity Commission (EEOC) and the complainant, who intervened to become a plaintiff, brought this suit against Autozone, Inc. in the U.S. District Court for the Middle District of Florida.[SENTMARKER]The complaint alleged sex discrimination in violation of Title VII.[SENTMARKER]The case ended in a consent decree.","The United States Equal Employment Opportunity Commission (EEOC) filed this suit in the U.S. District Court for the Middle District of Florida against Discount Auto Parts, Inc., a Florida corporation.[SENTMARKER]The complaint alleged that the defendant violated Title VII of the Civil Rights Act of 1964 by subjecting a class of similarly situated women to sexual harassment in violation of Title VII and by terminating one of the women in retaliation for asserting her rights under Title VII.[SENTMARKER]The parties entered into a settlement agreement in which the defendant agreed to pay $150,000 to each of the plaintiffs.[SENTMARKER]The settlement agreement also required the defendant to provide the EEOC with a copy of its policies, procedures, and training manuals regarding sexual harassment and/or retaliation.[SENTMARKER]The court granted the EEOC's motion for partial summary judgment in favor of the defendant.[SENTMARKER]The case is closed."
78,"On June 30, 2004, the Equal Employment Opportunity Commission (EEOC) filed this Title VII sex discrimination and retaliation suit in the Fort Lauderdale U.S. District Court for the Southern District of Florida against DTG Operations, Inc., (doing business as Dollar Rent A Car) on behalf of a female employee.[SENTMARKER]The employee intevened in the case.[SENTMARKER]The parties entered a consent decree that provided for monetary relief ($395,000) and injunctive relief, such as antidiscrimination, antiretaliation, training, and notice-posting provisions.[SENTMARKER]The case is now closed.","On October 7, 2005, the EEOC filed this suit in the U.S. District Court for the Southern District of Florida against DTG Operations, Inc. d/b/a Dollar Rent a Car.[SENTMARKER]The complaint alleged that defendant, a nationwide rental car company, engaged in unlawful employment practices at its Fort Lauderdale, Florida location in violation of Title VII and Title I of the Florida Civil Rights Act of 1992, and that defendant retaliated against a female employee who complained of sexual harassment by discharging her from her position.[SENTMARKER]The parties entered a consent decree in which the defendant agreed to pay a total of $395,000 to the female employee and to provide her with a complete copy of its policy against sexual harassment and retaliation within thirty days of the entry of this Decree.[SENTMARKER]The consent decree also required the defendant to provide the EEOC with the name, home address, and home phone number of any person who alleges that he/she has been subjected to sex harassment while working at any of Defendant's Ft. Lauderdale facilities during the preceding six months.[SENTMARKER]The defendant also agreed to conduct a four-hour annual training for all of its managers, supervisory personnel, and lead agents, at its Florida facilities, with specific emphasis on sex harassment discrimination in the workplace and the proper procedure to be followed if they become aware of such discrimination.[SENTMARKER]The settlement is subject to court approval."
79,"On January 2013, the EEOC filed this lawsuit in the U.S. District Court for the Southern District of Florida against Bay State Milling Company, alleging violations of the Age Discrimination in Employment Act (ADEA) and the Fair Labor Standards Act (FLSA). .[SENTMARKER]The EEOC sought injunctive and monetary relief as well reinstatement of the affected individual.[SENTMARKER]The parties agreed upon a settlement agreement on November 12, 2013.","On December 10, 2013, the Equal Employment Opportunity Commission (''EEOC'') filed a lawsuit in the U.S. District Court for the Southern District of Florida against Bay State Milling Company, a milling company based in Indiantown, Florida.[SENTMARKER]The EEOC alleged that Bay State violated the Age Discrimination in Employmem Act by failing to hire a qualified applicant for a vacant Miller position because of his age.[SENTMARKER]The parties attempted to reach a pre-litigation settlement through conciliation, but the parties could not come to an agreement.[SENTMARKER]On November 12, 2013, the parties filed a joint motion for approval of a consent decree.[SENTMARKER]The consent decree provided that the defendant would pay the applicant $80,185.66, in two payments of $40,092.83, to settle the EEOC's lawsuit.[SENTMARKER]The defendant will also be paying $150,000 which will include attorneys' fees and costs.[SENTMARKER]According to counsel, that consent decree, however, makes no mention of the EEOC’s consent decree; and, in addition, the defendant will be agreeing to a consent agreement.[SENTMARKER]The district court entered a final judgment in favor of the defendant on February 21, 2014."
80,"On May 8, 2013, the EEOC filed suit in U.S. District Court for the Southern District of Florida under 42 U.S.C. § 1981 and 42 U.S.C. § 2000 against Dynamic Medical Services, Inc., on behalf of several sales employees.[SENTMARKER]Plaintiffs alleged that they were coerced into adopting Scientology religious views and practices.[SENTMARKER]In December of 2013, the case was settled for $170,000 and a series of anti-discrimination measures on the part of Dynamic.","On December 23, 2013, the Miami District Office of the Equal Employment Opportunity Commission (EEOC) filed a lawsuit in the U.S. District Court for the Southern District of Florida against Dynamic Medical Services, Inc., a Florida corporation that provides medical and chiropractic services.[SENTMARKER]According to the complaint, Dynamic required its employees to attend Scientology religious practices courses as a condition of employment.[SENTMARKER]The complaint alleged that the defendants violated Title VII of the Civil Rights Act of 1964, which prohibits discrimination on the basis of religion and includes forcing employees to conform to a particular religion.[SENTMARKER]The defendants agreed to a consent decree, which was approved by the court on December 23, 2013.[SENTMARKER]The consent decree requires Dynamic to pay $170,000 to the plaintiffs.[SENTMARKER]The parties also agreed that Dynamic will not discriminate against any individual or class of individuals based on religious beliefs."
81,"In September 2002, the Chicago District Office of the EEOC filed this lawsuit against HQ Global Workplaces, Inc. in the U.S. District Court for the Northern District of Illinois alleging discrimination on the basis of disability and retaliation in violation of the Americans with Disabilities Act of 1990.[SENTMARKER]Specifically, the EEOC alleged that the defendant maintained policies on leave and part-time status availability precluding reasonable accommodation in violation of the ADA, terminated complainant based on her disability, and disciplined complainant's manager for providing complainant with a reasonable accommodation.[SENTMARKER]Following some discovery, the parties jointly dismissed the lawsuit in May 2003.","DATE | ORG ||| LAW ||| DATE ||| CIVIL [CONTRACTED] On August 23, 1999, the EEOC filed this suit in the U.S. District Court for the Northern District of Illinois against HQ Global Workplaces, Inc., a Chicago-based employer.[SENTMARKER]The complaint alleged that the employer violated Title I of the Americans with Disabilities Act (ADA) by failing to provide a reasonable accommodation to a disabled employee, terminating the employee on the basis of her disability, and reprimanding the employee for failing to comply with ADA requirements.[SENTMARKER]The case was dismissed with prejudice and without costs by agreement on May 15, 2003."
82,"The EEOC filed suit against Sears Roebuck and Company, alleging that Sears violated the Americans with Disabilities Act by enacting an inflexible workers compensation policy, and failing to provide reasonable accommodations to employees seeking to return to work after injury.[SENTMARKER]The court approved a consent decree, which required payment to individual claimants, revision of policies, recordkeeping, reporting, and training.[SENTMARKER]The matter appears to be closed.","On November 10, 2004, the Equal Employment Opportunity Commission (EEOC) filed this suit in the U.S. District Court for the Northern District of Illinois against Sears, Roebuck and Company, alleging that Sears violated the Americans with Disabilities Act of 1990 (ADA) and Title VII of the Civil Rights Act of 1964 (CRCPA).[SENTMARKER]The complaint alleged that Sears discriminated against a class of employees by unlawfully maintaining an inflexible one year leave policy which did not provide for reasonable accommodation and which instead provided for termination of employment, all in violation of the ADA.[SENTMARKER]According to the complaint, Sears terminated one of its Chicago-area employees, John Bava, on account of his disability rather than accommodating him by extending his leave or returning him to work in an available position which he could have performed.[SENTMARKER]The complaint also alleged that Bava was discharged, which constitutes an adverse employment action, because Sears failed to provide him with a reasonable accommodation after he was injured while working for Sears.[SENTMARKER]On August 2, 2005, the court entered a consent decree requiring Sears to comply with the terms of the consent decree and to provide reasonable accommodation to Bava and other employees with disabilities who lost their jobs because of Sears' one-year worker's compensation or medical-disability leave policy.[SENTMARKER]The consent decree also required Sears to pay the EEOC's costs of the case.[SENTMARKER]The case was dismissed on September 29, 2009."
83,"On February 8, 2006, the U.S. Department of Justice filed a lawsuit against the Board of Trustees for Southern Illinois University under Title VII in the Southern District of Illinois.[SENTMARKER]The Department of Justice asked the court for injunctive relief, alleging that the defendant discriminated against non-specified minorities on the basis of race and white males on the basis of race and gender.[SENTMARKER]The day after, the parties entered into a consent decree with injunctive reliefs and the case was dismissed on December 2, 2008.","DATE | ORG ||| LAW ||| DATE | DATE ||| ORG [CONTRACT] On February 9, 2006, the U.S. Attorney's Office for the Southern District of Illinois filed this complaint against the Board of Trustees of Southern Illinois University (""SIU Board""), alleging that the Board violated Title VII of the Civil Rights Act of 1964 (""Title VII"").[SENTMARKER]The complaint alleged that the SIU Board maintained and continued to maintain paid fellowship programs open only to students who are either of a specified race and/or national origin or who are female.[SENTMARKER]The parties entered a consent decree, which was signed by Judge J. Phil Gilbert on February 9, 2006.[SENTMARKER]The parties agreed to the following terms: (i) the placement of a copy of the consent decree in a prominent public place in the main office for recruitment of each College and School at SIU; .[SENTMARKER](ii) mandatory training to all academic recruiters and employees engaged in recruiting activities on behalf of SIU for paid fellowships regarding Title VII's prohibitions against discrimination; .[SENTMARKER](iii) a notice that states: ""Southern Illinois University is an equal opportunity employer and will not discriminate against any person on the basis of race, national origin, or sex in violation of Title VII;"" and (iv) that the parties would attempt to resolve any dispute that may arise under this consent decree without any further order of this court.[SENTMARKER]The consent decree is subject to court approval."
84,"In 2001, four former employees of Mid-West Wire Specialties, Inc. filed this class action complaint in the U.S. District Court for the Northern District of Illinois.[SENTMARKER]The plaintiffs alleged that the defendant discriminated against them on the basis of their sex, female, in violation of Title VII, in that they were sexually harassed by other employees of the defendant and faced retaliation for resisting the sexual advances.[SENTMARKER]In 2002, the parties reached a settlement that awarded monetary damages and backpay for for class members.[SENTMARKER]The case closed in August 2002.","In August, 2001, two female employees of a Chicago-area wire company filed a class action lawsuit in the U.S. District Court for the Northern District of Illinois against Mid-West Wire Specialties, Inc. alleging sex discrimination and retaliation in violation of Title VII of the Civil Rights Act of 1964.[SENTMARKER]The plaintiffs alleged that their supervisors and managers subject female employees to a sexually charged and hostile work environment and that they were disciplined and/or terminated in retaliation for opposing sex discrimination or sexual harassment or rejecting sexual advances of their supervisors.[SENTMARKER]The parties entered a settlement agreement in which the plaintiffs were awarded $500 (five hundred dollars) to each of approximately 47 female temporary workers who rendered services at MWWS for at least 20 continuous work days during the period from January 1, 1998 to December 3, 2002.[SENTMARKER]The parties also agreed to enforce a new anti-harassment policy that was promulgated in February, 2002 and that the company would retain a Spanish-speaking administrator who would report directly to the President of the company and would have responsibilities for enforcing the policy, including the investigation of complaints.[SENTMARKER]The settlement also required the company to pay the plaintiffs' attorney's fees and costs.[SENTMARKER]The case was dismissed pursuant to the settlement agreement."
85,"On July 12th, 2000 eight female employees filed suit in the United States District Court in the Northern District of Illinois against DaimlerChrysler Corp.  They alleged DaimlerChrysler engaged in age discrimination, gender discrimination, race discrimination, and violations of the American with Disabilities Act (ADA).[SENTMARKER]As discovery progressed various plaintiffs were added and some were dismissed from the case.[SENTMARKER]Settlement negations concerning the remaining plaintiffs resulted in individual settlement agreements.[SENTMARKER]The exact terms of these settlements are not available.[SENTMARKER]The case was completely dismissed on October 29th, 2002.","On November 21, 1991, a former employee of DaimlerChrysler filed a complaint in the U.S. District Court for the Northern District of Illinois alleging that the defendant violated the Americans with Disabilities Act and the Age Discrimination in Employment Act by creating and condoned a work environment that is hostile to women and African-American employees including the plaintiffs.[SENTMARKER]The complaint alleged that DaimlerChrysler discriminated against plaintiffs and all members of the proposed class by denying them the same rights as enjoyed by white employees as regards the making, performance, modification and termination of their employment relationship with DaimlerChrysler and to the enjoyment of all benefits, privileges, terms and conditions of that relationship, in violation of Title VII of the Civil Rights Act of 1964 and Age Discrimination In Employment Act of 1991 (ADEA).[SENTMARKER]On November 30, 2000, the defendant filed a motion to dismiss the complaint pursuant to Fed.R.Civ.P.[SENTMARKER]United States District Court  CM/ECF LIVE, Ver.3 (Rockford) V.[SENTMARKER]Defendant DaimlerChrysler Corporation and the International Union of the United Auto Workers Local Union  621 et seq. (ECW) filed a joint motion for summary judgment in favor of the defendant.[SENTMARKER]The court granted the motion, and the case was dismissed on November 30, 2000.[SENTMARKER]The case is now closed."
86,"Financial advisors who sued their employer, Merrill Lynch & Co., Inc., for race and gender discrimination in compensation did not state a plausible claim, so their complaint was dismissed pursuant to Title VII Section 703(h), which allows employers to compensate employees differently on the basis of seniority, merit, or quality or quantity of production.[SENTMARKER]The differences in compensation are only unlawful when they result from an intention to discriminate because of race, color, religion, sex or national origin.","In 2005, a group of black brokers at Merrill Lynch sued the firm under Title VII of the Civil Rights Act of 1964 and 42 U.S.C.  1981 alleging racial discrimination in hiring, compensation, account distribution, and “teaming” (the grouping of brokers that handle particular accounts) and seeking to litigate the claims as a class.[SENTMARKER]The district court denied the plaintiffs’ initial motion for class certification in August 2010 and dismissed the entire case with prejudice.[SENTMARKER]The plaintiffs appealed to the United States Supreme Court, which ruled in favor of the plaintiffs in June 2012.[SENTMARKER]The Supreme Court remanded the case to the district court for further proceedings.[SENTMARKER]The case is now closed."
