,gold_sents,pegasus_output_sents,oreo_pegasus_output_sents
254,"In 1999, inmates at the Foster County Jail in Atlanta, Georgia, who had tested positive for HIV, filed this class action lawsuit against county officials.[SENTMARKER]The plaintiffs, represented by the Southern Center for Human Rights, brought the suit in the U.S. District Court for the Northern District of Georgia under 42 U.S.C. § 1983.[SENTMARKER]In 2000, the parties reached a settlement agreement that required improved medical care and reduced overcrowding.","In April 1999, a group of HIV-positive inmates at the Fulton County Jail filed this class action lawsuit in the U.S. District Court for the Northern District of Georgia.[SENTMARKER]The plaintiffs alleged that the defendants had violated their Eighth and Fourteenth Amendment rights by failing to provide adequate medical care to the inmates.[SENTMARKER]The parties reached a settlement in April 1999 and the case was dismissed on May 28, 1999.[SENTMARKER]The case is now closed.","On April 8, 1999, a class action lawsuit was filed in the U.S. District Court for the Northern District of Georgia on behalf of HIV-positive inmates at the Fulton County Jail in Atlanta, Georgia.[SENTMARKER]The plaintiffs alleged that the defendants had violated their Eighth and Fourteenth Amendment rights by failing to provide them with adequate medical care.[SENTMARKER]The parties reached a settlement in April 1999 and the case was dismissed on May 2, 2000."
255,"On January 27, 2009, current and former detainees at the Cook County Jail filed a lawsuit against the Sheriff of Cook County and Cook County, IL in the U.S. District Court for the Northern District of Illinois.[SENTMARKER]The plaintiffs asked the court for damages and injunctive relief to improve their dental treatment.[SENTMARKER]In May 2018, the parties reached a settlement whereby the defendant County would establish a settlement fund in the amount of $5,563,000.[SENTMARKER]The case is ongoing.","On May 26, 2010, a group of inmates at the Cook County Jail filed a class action lawsuit in the U.S. District Court for the Northern District of Illinois against the Sheriff of Cook County and Cook County, alleging that the defendants failed to provide medical and dental care to the inmates.[SENTMARKER]The district court certified two classes of plaintiffs under Federal Rule of Civil Procedure 23.[SENTMARKER]The detainees filed a motion for relief from judgment based on newly discovered evidence, which motion was filed during pendency of appeal from class decertification decision.[SENTMARKER]The defendants appealed the district court's decision to decertify the class and denied the detainees' motion for injunctive relief as moot.[SENTMARKER]The case is now pending in the Court of Appeals for the Seventh Circuit.","On January 27, 2009, the plaintiff, John Smentek, filed this lawsuit in the U.S. District Court for the Northern District of Illinois against the Sheriff of Cook County and Cook County, Illinois.[SENTMARKER]The plaintiffs alleged that the Sheriff's decision to staff the Jail with only one dentist violated the Fourteenth Amendment to the United States Constitution.[SENTMARKER]The district court certified a narrower class of detainees who received inadequate dental care before the Jail hired more dentists.[SENTMARKER]The case is ongoing."
256,"In June 2014, an inmate at the Cook County Jail filed a class action lawsuit under 42 U.S.C. § 1983 against Cook County.[SENTMARKER]The plaintiff sought compensatory damages, punitive damages, attorneys' fees, and costs, alleging overcrowding and lack of funding that led to violations of Indiana state law and the Eighth and Fourteenth Amendments.[SENTMARKER]The court dismissed the case based on counsel's representation that the alleged counts were unsupported.[SENTMARKER]The case is now closed.","On June 6, 2014, a pre-trial detainee at Cook County Jail filed a lawsuit in the U.S. District Court for the Northern District of Illinois against the Cook County Department of Corrections.[SENTMARKER]The plaintiff alleged that the defendants failed to provide adequate funding to provide basic necessities of life for detainees sent to the jail by the courts, or to reduce the number of people housed in the jail.[SENTMARKER]The case was dismissed based on counsel’s representation that the two counts alleged are unsupported.[SENTMARKER]The Court granted the defendants' motion to dismiss on the ground that the plaintiff did not allege that Defendants’ operation of the Jail is unconstitutional.[SENTMARKER]The defendants also denied the plaintiff's motion to pursue a Monell claim against a director of the jail, based on a policy and procedure of instituting or condoning a practice of failing to provide detainees with food and other basic necessities.","On June 6, 2014, a pre-trial detainee at Cook County Jail filed a lawsuit in the U.S. District Court for the Northern District of Illinois against the Cook County Sheriff's Office and Cook County, alleging that he was subject to ""barbaric"" living conditions while a pretrial detainee at the jail from May 12, 2015 through approximately 10 p.m. on May 16, 2015.[SENTMARKER]The plaintiff alleged that he suffered emotional distress, pain, suffering, fear and other damages.[SENTMARKER]The case was dismissed based on counsel's representation that the two counts alleged are unsupported."
257,"In 2014, individuals who were incarcerated in the Marion County correctional system filed this class-action lawsuit in the US District Court for the Southern District of Indiana.[SENTMARKER]The plaintiffs sued the Marion County sheriff under 42 U.S.C. § 1983.[SENTMARKER]The plaintiffs sought monetary relief pursuant to 42 U.S.C. § 1983 against the Marion County Sheriffs Office.[SENTMARKER]The plaintiffs claimed that they were incarcerated for longer than legally authorized as a result of unreasonable processing and release procedures.[SENTMARKER]The case is ongoing.","This case was brought in the U.S. District Court for the Southern District of Indiana against the Marion County Sheriff's Department and the Consolidated City of Indianapolis and Marion County.[SENTMARKER]The plaintiffs sought to certify a class of all individuals who were held in confinement by the Sheriff after legal authority for those detentions from December 19, 2012, to the present.[SENTMARKER]The district court denied certification of the class because it held that the class was not ""identifiable,"" but the district court granted certification as to two of those subclasses, but denied it as to the remaining three.","On December 22, 2014, a class action lawsuit was filed in the U.S. District Court for the Southern District of Indiana against the Marion County Sheriff's Office.[SENTMARKER]The plaintiffs alleged that the sheriff's practice of instituting a 72 hour release time period and employing unreasonable release procedures and processes violated the Fourteenth Amendment to the United States Constitution.[SENTMARKER]The court granted the plaintiffs' motion to certify a subclass based on the Sheriff’s policy, practice, or custom of allowing Jail staff to hold inmates for up to 72 hours before releasing them.[SENTMARKER]The case was dismissed on February 21, 2017."
258,"Built in 1991, the Campbell County Detention Center was designed to hold 135 prisoners.[SENTMARKER]It quickly became overcrowded.[SENTMARKER]In the weeks before this lawsuit was filed in the district court for the Eastern District of Kentucky, on April 29, 2005, the jail's population reached a high of 276 prisoners, many of whom were forced to sleep on the floor.[SENTMARKER]Many of the inmates were awaiting transfer to the Kentucky Department of Corrections (KDOC), which was also named as a defendant in the lawsuit.[SENTMARKER]The KDOC addressed overcrowding at the jail by simply reducing the required floor space for each prisoner from 50 to 40 square feet.[SENTMARKER]This lawsuit, filed pursuant to 42 U.S.C. § 1983 by attorney Robert B. Newman of the Cincinnati, Ohio, law firm Newman & Meeks, alleged the overcrowding violated the prisoners' Eighth and Fourteenth Amendment rights.[SENTMARKER]The plaintiffs, the class of inmates at the detention center, sought injunctive relief and nominal damages.","On April 29, 2005, a group of inmates at the Campbell County Detention Center in Newport, Kentucky filed a class action lawsuit in the U.S. District Court for the Eastern District of Kentucky against Campbell County, Greg Buckler, and the Kentucky Department of Corrections.[SENTMARKER]The plaintiffs alleged that their rights under the Eighth and Fourteenth Amendments to the United States Constitution were being violated by the overcrowding at the Detention Center.[SENTMARKER]On June 30, 2008, the court certified a class of all persons currently incarcerated at the detention center as subject to unconstitutional conditions of confinement as a result of the number of inmates housed at the facility.[SENTMARKER]The court granted the plaintiffs' motion for injunctive and declaratory relief and nominal damages.","On April 29, 2005, a group of inmates at the Campbell County Detention Center (the Jail) filed this class action lawsuit in the U.S. District Court for the Eastern District of Kentucky.[SENTMARKER]The plaintiffs alleged that they were subject to unconstitutional conditions of confinement at the Jail as a result of the number of inmates housed therein.[SENTMARKER]The case was settled on June 30, 2008 in the form of a settlement agreement.[SENTMARKER]The agreement required the Kentucky Department of Corrections to reduce the standards of floor space to be available to each prisoner from 50 square feet to 40 square feet."
259,"In April 2020, pretrial and post-conviction detainees at Prince George's County Jail filed this class action complaint in the U.S. District Court for the District of Maryland.[SENTMARKER]The plaintiffs alleged that in light of COVID-19, they were being held in conditions that violated their Eighth and Fourteenth Amendment Rights.[SENTMARKER]A subclass of pretrial, medically vulnerable plaintiffs also alleged that they are being held in violation of the Due Process Clause of the Fourteenth Amendment.[SENTMARKER]On May 21, the court granted in part the plaintiff's motion for temporary restraining order.[SENTMARKER]Defendant appealed and were denied a stay pending their appeal.[SENTMARKER]On July 7, the plaintiffs submitted an amended complaint, pointing to the lack of mental health services during an indefinite lockdown.[SENTMARKER]The parties filed a joint motion to stay proceedings on August 27 pending settlement talks.[SENTMARKER]The case is ongoing.","In March 2020, a group of inmates at the Prince George's County Jail filed a class action lawsuit in the U.S. District Court for the District of Maryland.[SENTMARKER]The plaintiffs alleged that the jail was violating the Due Process Clause of the Fifth Amendment by failing to take appropriate action in response to an outbreak of COVID-19.[SENTMARKER]The defendants filed a motion to dismiss the plaintiffs' claims, and the case was dismissed.[SENTMARKER]The case is now closed.","In April 2020, a class action was brought in the U.S. District Court for the District of Maryland against the Director of the Prince George's County Department of Corrections.[SENTMARKER]The plaintiffs, on behalf of themselves and all similarly situated detainees, alleged that the defendants were violating the Eighth and Fourteenth Amendments by holding them in violation of the Due Process Clause of the Constitution of the United States.[SENTMARKER]On May 21, 2020, the Court granted the plaintiffs' motion for a temporary restraining order granting relief on their claims.[SENTMARKER]The case is currently in classwide discovery, and plaintiffs will move for class certification in May."
260,"On April 8, 2005, two inmates at the Camden County Jail in New Jersey filed a class action lawsuit against the Sheriff of the jail and Camden County officials in which they alleged that the defendants had violated plaintiffs' constitutional rights by strip searching them at the jail.[SENTMARKER]On March 27, 2006, the District Court (Magistrate Judge Joel B. Rosen) dismissed without prejudice the City of Camden, the Camden City Police Department, and the police chief, and the deputy police chief.[SENTMARKER]On June 9, 2008, Judge Rodriguez approved a settlement and dismissed the case.","In April 2007, a class action lawsuit was filed in the U.S. District Court for the District of New Jersey against Camden County, the City of Camden, and the Camden County Department of Corrections.[SENTMARKER]The plaintiffs alleged that the defendants illegally strip searched all individuals charged with non-indictable or minor offenses upon their entry into Camden County Correctional Facility from April 8, 2003 until April 27, 2005.[SENTMARKER]The defendants agreed to pay $7,500,000 to resolve this litigation.[SENTMARKER]The Court did not decide in favor of Plaintiffs or Defendants.[SENTMARKER]The settlement also provides additional payments for individuals arrested in Camden, New Jersey, on minor charges and detained by Camden County for more than twelve hours.","This is a proposed settlement of a class action lawsuit alleging that corrections officers employed at the Camden County Correctional Facility engaged in the practice of illegally strip searching all individuals charged with non-indictable or minor offenses upon their entry into the facility from April 8, 2003 until April 27, 2005.[SENTMARKER]The proposed settlement does not include individuals who were charged with indictable offenses at the time of their admission to the facility, or who were not strip searched when they entered the facility."
261,"In March of 2002, the Civil Rights Division of the U.S. Department of Justice, acting pursuant to the Civil Rights of Institutionalized Persons Act (""CRIPA""), 42 U.S.C. § 1997 et seq., commenced an investigation into the conditions of confinement at the Santa Fe County Adult Detention Center in Santa Fe, New Mexico.[SENTMARKER]The DOJ concluded that the conditions and practices at the Detention Center violated the constitutional rights of convicted inmates and pre-trial detainees.[SENTMARKER]On November 11, 2004, the DOJ and Sante Fe County entered into a Memorandum of Agreement, which detailed the agreed reforms and set forth timetables for completion.[SENTMARKER]By its terms, the Agreement was to last for a period of three years, and remedy unconstitutional practices relating to: (1) medical and mental health care; .[SENTMARKER](2) suicide prevention; .[SENTMARKER](3) protection of inmates from harm; .[SENTMARKER](4) fire safety; .[SENTMARKER](5) sanitation; and (6) inmate grievance procedures (including court access).[SENTMARKER]On November 1, 2009, after a two year extension to compel Santa Fe County to meet the benchmarks in the agreement, the DOJ allowed the terms of the agreement to expire.[SENTMARKER]The DOJ is no longer monitoring the county.","On March 20, 2002, the Department of Justice (DOJ) filed this complaint in the U.S. District Court for the District of New Mexico against the Santa Fe County Adult Detention Center.[SENTMARKER]The complaint alleged that the detention center violated the Civil Rights of Institutionalized Persons Act (CRIPA) by failing to provide a medically appropriate diet to inmates with conditions that require the inmates to receive special diets and inadequate prenatal care for pregnant inmates.[SENTMARKER]The parties entered into a settlement agreement on May 7-10, 2002, and the case was dismissed with prejudice on May 28, 2008.","On March 20, 2002, the Department of Justice (DOJ) filed this lawsuit in the U.S. District Court for the District of New Mexico against Santa Fe County and its elected officials, employees, agents, and contractors responsible for the operation of the Santa Fe Detention Center (SFCADC) alleging violations of the Civil Rights and Institutionalized Persons Act (CRIPA), 42.C.[SENTMARKER]1997, and the Constitution of the United States.[SENTMARKER]The complaint alleged that the SFCADC violated the constitutional rights of inmates by failing to provide adequate medical and mental health care, suicide prevention, protection of inmates from harm, fire safety, and sanitation, and access to the courts and opportunity to seek redress of grievances.[SENTMARKER]On November 1, 2004, the County entered into a Memorandum of Agreement (MOA) with the DOJ to resolve the CRIPA investigation and ensure constitutional conditions of confinement at SFC ADC.[SENTMARKER]The MOA was terminated by the County's own terms on October 31, 2007.[SENTMARKER]The County denied, and continues to deny, that conditions at the detention center violate the constitutional or statutory rights of individuals confined at the facility."
262,"This class action was brought on behalf of people with mental disabilities arrested and detained in the Doña Ana County Detention Center (“DACDC”), to redress violations of their constitutional rights, the ADA, and the Rehabilitation Act. After two years of settlement talks, the parties reached a settlement agreement..","This is a class action brought on behalf of people with mental disabilities arrested and detained in the Doa Ana County Detention Center (""DACDC""), to redress violations of their rights by Defendants.[SENTMARKER]The named Plaintiffs also seek damages for the violations of the law set out herein.[SENTMARKER]The case was originally filed in the Third Judicial District Court for the State of New Mexico.[SENTMARKER]On January 15, 2010, the parties entered into a settlement agreement.[SENTMARKER]The parties agreed that the LCPD will continue to provide its cadets with 40 hours of NMDPS-accredited instruction in crisis management, including ""Dispute/Conflict Management,"" ""Handling the Mentally Ill,"" ""Suicide, Barricaded Persons, Hostage Situations, and Other Special Populations,"" and ""Behavior Management and Crisis Intervention"" to all of its officers.","This is a class action brought on behalf of people with mental disabilities arrested and detained in the Doa Ana County Detention Center (DACDC) to redress violations of their rights by DACDC.[SENTMARKER]The plaintiffs allege, on knowledge as to their own acts and on information and belief as to all other matters, the violation of their civil rights, discrimination, and negligence.[SENTMARKER]The defendants' actions and inactions violated the rights of the plaintiffs and other class members under the Section 504 of the Rehabilitation Act by failing to reasonably accommodate their needs and by discriminating against them on the basis of disability."
263,"This case was brought by a woman who was arested, subjected to excessive force and a strip/cavity search all on the basis of a false complaint filed by a family member.[SENTMARKER]A jury awarded her $19,645 in compensatory damages and $5,000,000 in punitive damages.[SENTMARKER]On appeal, the Court of Appeals for the Second Circuit reversed the punitive damages award as not available against municipalities, and reduced the compensatory damages award because Plaintiff had been offered slightly more as settlement.","Debra Ciraolo brought suit under 42 U.S.C.  1983 against New York City, the NYPD, and the individual officers involved in her case, claiming that she had been falsely arrested, that the police had employed excessive force, and that the strip search violated her Fourth Amendment right against unreasonable search and seizure.[SENTMARKER]She also alleged a state law claim of battery.[SENTMARKER]The jury awarded her $19,645 in compensatory damages and $5,000,000 in punitive damages.[SENTMARKER]The case was dismissed with prejudice without costs, expenses, or fees in excess of the consideration specified in this document.","Debra Ciraolo sued the City of New York under 42 U.S.C.  1983 for, inter alia, an unlawful strip search of her person.[SENTMARKER]She was awarded $19,645 in compensatory damages and $5,000,000 in punitive damages.[SENTMARKER]The Second Circuit reversed the award of punitive damages, citing City of Newport v. Fact Concerts, Inc.<n>Ciraolo was diagnosed with post-traumatic stress disorder and began taking antidepressants.[SENTMARKER]Fact Concerts, Inc.<n>Ciraolo was diagnosed with post-traumatic stress disorder and began taking antidepressants."
264,"In 2009, former inmates at the Delaware County Jail filed a lawsuit in the U.S. District Court for the Northern District of Oklahoma.[SENTMARKER]The plaintiffs alleged that the Sheriff's Office of Delaware County was guilty of rape, sodomy, sexual battery, and blackmail.[SENTMARKER]The alleged negligence and misconduct of jailers deprived inmates of their the Fourth, Fifth, and Fourteenth Amendments Rights.[SENTMARKER]The parties reached a settlement in 2011 for monetary damages.[SENTMARKER]The case closed in May 2012.","This case was brought in the U.S. District Court for the Northern District of Oklahoma by several female inmates of the Delaware County Jail against the Sheriff of Delaware County, the Sheriff's Office, and the jailers.[SENTMARKER]The inmates alleged that they were sexually assaulted by Deputy Sanders and that the Sheriff failed to protect them from Deputy Sanders' sexual advances.[SENTMARKER]The Sheriff denied the allegations and the case was closed.","A female inmate at the Delaware County Jail filed this lawsuit against the Sheriff of Delaware County and the Sheriff's Office in the U.S. District Court for the Northern District of Oklahoma.[SENTMARKER]The plaintiffs alleged that the Sheriff failed to train the jailers and deputies how to treat female inmates.[SENTMARKER]The case was closed on July 11, 2008."
265,"On April 21, 2005, a woman filed a class action lawsuit under 42 U.S.C. § 1983 in the U.S. District Court for the Eastern District of Pennsylvania.[SENTMARKER]She alleged that the City of Philadelphia of had an unconstitutional practice of strip searching all pre-trial detainees, regardless of criminal charge or reasonable suspicion.[SENTMARKER]On February 20, 2009, the parties entered into a $5.9 million settlement.[SENTMARKER]<br />The Court entered final approval of the settlement on November 3, 2009.","On May 17, 2006, a class action lawsuit was filed in the U.S. District Court for the Eastern District of Pennsylvania against the City of Philadelphia and the Philadelphia Prison System.[SENTMARKER]The plaintiffs alleged that the defendants' policy of strip-searching all pretrial detainees upon admission to the prison was unconstitutional.[SENTMARKER]The defendants agreed to pay $5,900,000 (Five Million Nine Hundred Thousand Dollars) to settle the case.[SENTMARKER]The Court denied both parties’ summary judgment motions without prejudice and held that the parties had the opportunity to renew their motions after the issue of class certification was resolved.","On April 21, 2005, a class action lawsuit was brought in the United States District Court for the Eastern District of Pennsylvania against the City of Philadelphia and the Philadelphia Prison System on behalf of all pre-trial detainees remanded to the custody of the PPS after being charged with misdemeanors or other minor offenses.[SENTMARKER]The plaintiffs alleged that the PPS's blanket strip searches upon all detainees, regardless of criminal charge or reasonable suspicion, were degrading and violated their civil rights.[SENTMARKER]On February 20, 2009, the parties entered into a settlement agreement.[SENTMARKER]The terms of the settlement agreement were approved by the Court on April 21, 2009.[SENTMARKER]The Court will have a hearing to decide whether to approve the settlement, so that the benefits may be paid to the class members."
266,"On August 22, 2007, the plaintiff filed suit against the County of Lancaster and the Lancaster County Prison Board in the United States District Court for the Eastern District of Pennsylvania.[SENTMARKER]He alleged that his constitutional rights were violated when he was strip searched in front of other inmates upon arrival at the Lancaster County Prison after being arrested for a parole violation.[SENTMARKER]He sought class action certification, declaratory judgment, a preliminary and permanent injunction, and punitive damages.[SENTMARKER]The parties entered a settlement agreement with the court on July 29, 2009 that affirmed a new policy of not strip searching detainees arrested for minor offenses and created a fund to compensate those who had been strip searched.[SENTMARKER]The case ended on April 9, 2010 when the court certified the class and granted final approval to the settlement.","On March 23, 2009, a class action lawsuit was filed in the U.S. District Court for the Eastern District of Pennsylvania on behalf of pretrial detainees at Lancaster County Prison.[SENTMARKER]The plaintiffs alleged that the county's strip search policy violated their Fourth Amendment rights by subjecting them to unnecessary searches without reasonable suspicion.[SENTMARKER]The parties reached a settlement in March 2009.[SENTMARKER]The parties agreed to revise their strip search policies and employ a new Strip Search Checklist approved by Class Counsel to ensure compliance with the Fourth Amendment.","On November 11, 2007, a class action lawsuit was filed in the United States District Court for the Eastern District of Pennsylvania against the County of Lancaster and the Lancaster County Prison Board.[SENTMARKER]The plaintiffs alleged that the defendants' strip search policy violated their constitutional rights under color of state law by unconstitutionally strip searching them and others similarly situated upon entry into the county prison.[SENTMARKER]The parties entered into a settlement agreement in September 2009.[SENTMARKER]The parties agreed that the county would not strip search detainees admitted to the prison for misdemeanors, summary offenses, traffic infractions, civil commitments, bench warrants, violations of probation, parole or Accelerated Rehabilitative Disposition, and/or for other similar charges and crimes that do not involve the possession or distribution of drugs, possession of weapons, or are violent felonies, will not be strip searched in the absence of reasonable suspicion."
267,"Plaintiff, a county jail inmate who suffered scarring and isolation from multiple MRSA infections was successful in obtaining a settlement against county defendants for their alleged failure to implement appropriate quarantine protocols and correct medical care, and for maintaining unsanitary conditions at the jail.","On January 22, 2009, an inmate at the Northampton County Prison in Easton, Pennsylvania, filed a lawsuit in the U.S. District Court for the Eastern District of Pennsylvania against the county and the county's prime care medical provider.[SENTMARKER]The plaintiff alleged that the defendants failed and/or refused to provide adequate and necessary medical treatment to inmates who require medical care.[SENTMARKER]He also alleged that they failed to adequately supervise and train its administrators and medical providers, including those identified herein, thereby failing to adequately discourage further constitutional violations on the part of these officials.","In 2011, a former inmate of Northampton County Prison filed this lawsuit against the prison and its medical unit.[SENTMARKER]The plaintiff alleged that the defendants failed to provide sufficient antibacterial soap for plaintiffs personal use, preventing him from properly cleaning himself to prevent contracting diseases such as MRSA.[SENTMARKER]The case was denied."
268,"This class action case was brought by prisoners of the Dauphin County Prison against the County of Dauphin, PA, seeking monetary, declaratory, and injunctive relief for conducting unconstitutional and unnecessary strip searches upon all persons placed in the Dauphin County Prison, as of September 16, 2005.[SENTMARKER]The case was settled in 2009, resulting in monetary and injunctive relief granted.","A class action lawsuit was filed in the U.S. District Court for the Middle District of Pennsylvania against the County of Dauphin and its Corrections Officers.[SENTMARKER]The plaintiffs alleged that the defendants unlawfully strip-searched everyone admitted into the Dauphin County Prison.[SENTMARKER]The defendants denied the claims.[SENTMARKER]The case was dismissed as a class action.[SENTMARKER]The parties agreed to a settlement.[SENTMARKER]The settlement created a fund of $2,160,500.00 (the ""Settlement Fund""), which will pay for the claims of the Class Members, the administrative costs of the settlement, an incentive award to the named plaintiffs, and attorneys' fees and expenses.","On September 16, 2007, a class action lawsuit was filed in the United States District Court for the Middle District of Pennsylvania against the county of Dauphin County, Pennsylvania.[SENTMARKER]The plaintiffs alleged that the defendant violated their constitutional rights by violating their civil rights by detaining them in the county prison without probable cause.[SENTMARKER]The parties reached a settlement of $2,160,500, which was approved by the Court on December 18, 2009.[SENTMARKER]The case is now closed."
269,"The ACLU of Pennsylvania filed this class action suit on behalf of pretrial detainees in a PA jail with subclasses of those who were at a heightened risk of contracting COVID-19.[SENTMARKER]The complaint alleged that the conditions in the jail failed to meet CDC recommendations and amounted to a violation of the Americans with Disabilities Act and the Fourteenth Amendment.[SENTMARKER]The plaintiffs filed a motion for a preliminary injunction on April 9, 2020 seeking immediate release from ACJ.[SENTMARKER]The parties then began working on a consent order to implement public health measures to mitigate the impact of COVID-19 in the jail, which was approved by the court on May 27.[SENTMARKER]The consent order was extended on August 24 and the plaintiffs habeas and ADA claims remain in dispute.[SENTMARKER]The case is ongoing.","On March 23, 2020, two immigration detainees filed this lawsuit in the U.S. District Court for the Western District of Pennsylvania against the Warden of the Allegheny County Jail, the Director of the Howard County Detention Center, and the Acting Baltimore Field Office Director for United States Immigration and Customs Enforcement.[SENTMARKER]The plaintiffs alleged that the defendants violated their civil rights by maintaining unconstitutional conditions of confinement that increase the risk of class members contracting COVID-19.[SENTMARKER]On April 9, 2020, the parties submitted a proposed consent order that, if approved by the Court, will resolve the plaintiffs’ motion for preliminary injunction.[SENTMARKER]The parties have reached an agreement on the policies and reasonable accommodations that the jail will follow to protect people from COVID19, but the order does not resolve plaintiffs' entitlement to attorneys' fees.","On April 7, 2020, a group of pretrial detainees at the Allegheny County Jail filed this lawsuit in the U.S. District Court for the Western District of Pennsylvania.[SENTMARKER]The plaintiffs alleged that the defendants violated their rights under the Americans with Disabilities Act by failing to protect them from the risk of contracting COVID-19, a deadly disease that has caused a global pandemic and poses an enhanced threat to the life and health of persons and staff at congregate settings, such as the ACJ.[SENTMARKER]The parties have reached an agreement on the policies and reasonable accommodations that the county will follow to protect people from the disease, if approved by the Court.[SENTMARKER]The case is now closed."
270,"On October 6, 2010, the Prison Legal News filed a class-action lawsuit in the U.S. District Court for South Carolina under 42 U.S.C. § 1983 against Berkeley County.[SENTMARKER]The plaintiffs, represented by public interest counsel, asked the court for declaratory and injunctive relief, as well as damages, claiming that the defendants' unlawfully censored and excluded the plaintiff's books and magazines protected by the 1st and 14th Amendments, which are sent to individual subscribers in custody at the Berkeley County Detention Center (BCDC).[SENTMARKER]On May 3, 2011, the United States filed a Complaint in intervention pursuant to the Violent Crime Control and Law Enforcement Act, 42 U.S.C. § 14141, and the Religious Land Use and Institutionalized 42 Persons Act of 2000, U.S.C. § 2000cc.[SENTMARKER]On January 13, 2012, Judge Sol Blatt, Jr., issued the consent injunction requiring the defendants to implement new policies regarding incoming mail and access to religious materials.","In 2010, the Human Rights Defense Center and Prison Legal News filed this lawsuit in the U.S. District Court for the District of South Carolina against the Berkeley County Detention Center.[SENTMARKER]The plaintiffs alleged that the detention center's policy of banning all publications sent by mail to detainees violated the First and Fourteenth Amendments of the United States Constitution.[SENTMARKER]The case was dismissed on January 17, 2012 by Judge Bristow Marchant Jr.","Prison Legal News and the Human Rights Defense Center filed this suit in the U.S. District Court for the District of South Carolina against the Berkeley County Sheriff's Office.[SENTMARKER]The plaintiffs alleged that the sheriff's office violated the First Amendment and the Religious Land Use and Institutionalized Persons Act of 2000 by unlawfully impeding the religious exercise of prisoners whose religious exercise requires access to materials other than the Bible.[SENTMARKER]The court granted the defendants' motion for extension of time.[SENTMARKER]The case was closed on July 2, 2014."
271,This 2017 class action lawsuit was brought by a former inmate of the Davidson County Jail in the U.S. District for the Middle District of Tennessee.[SENTMARKER]The plaintiff alleged that the defendant violated the Eighth and Fourteenth Amendments in failing to prevent the spread of scabies in the prison.[SENTMARKER]The case is ongoing.[SENTMARKER]The plaintiff has not yet filed a motion to certify class.,"A former inmate of the Metro-Davidson County Detention Facility in Nashville, Tennessee, filed this lawsuit in the U.S. District Court for the Middle District of Tennessee against CoreCivic, Inc., a private company that owns and operates the facility.[SENTMARKER]The Plaintiff alleged that the Defendant failed to provide access to doctors and necessary medicine to treat the scabies infestation of the inmate population, during which time the infestation spread and the Plaintiff class's condition worsened.[SENTMARKER]The Defendant's response to the Plaintiff's complaint was that it was under an affirmative obligation to spend its resources to protect the Plaintiff and members of the class from harm.[SENTMARKER]The District Court granted the plaintiff's motion for summary judgment, and the case is closed.","A former inmate of a prison in Davidson County, Tennessee, filed this suit in the U.S. District Court for the Middle District of Tennessee against the Tennessee Department of Corrections and the private company that runs the prison.[SENTMARKER]The plaintiff alleged that the defendants failed to provide medical treatment to him and other inmates suffering from scabies.[SENTMARKER]The defendant also failed to take reasonable steps to quarantine inmates, or to treat those afflicted with a known scabies infestation.[SENTMARKER]The court found that the defendant's actions violated the Eighth and Fourteenth Amendments, and awarded the plaintiff class members reasonable costs of bringing this suit, including attorney's fees."
272,"A deaf prisoner of the El Paso County jails sued the County in the United States District Court for the Western District of Texas for their failure to accommodate his disability.[SENTMARKER]He was held for eleven days without access to an attorney or an interpreter, in violation of the Americans With disabilities Act ans Section 504 of the Rehabilitation Act. A private settlement was reached in July 2012 which, according to reports, required installation of videophones in the County jails.[SENTMARKER]We have no further information about this case.","The Texas Civil Rights Project filed this lawsuit in the U.S. District Court for the Western District of Texas against the El Paso County Sheriff's Department.[SENTMARKER]The complaint alleged that the defendant failed to reasonably accommodate the plaintiff's disability by failing to make its services accessible to individuals with hearing disabilities.[SENTMARKER]The plaintiff sought injunctive relief, actual damages, attorneys' fees, litigation expenses, and costs as redress from the defendant.","In March 2014, a deaf inmate at the El Paso County Annex Jail filed a lawsuit against the County for discrimination under the Americans with Disabilities Act (ADA) and the Rehabilitation Act (Section 504) in the U.S. District Court for the Western District of Texas.[SENTMARKER]The inmate claimed that the County failed to reasonably accommodate him by failing to provide him with an interpreter while he was being held at the Annex Jail.[SENTMARKER]The court granted the defendant's motion for summary judgment, finding that the defendant had failed to provide Mr. Rodriguez with a reasonable accommodation under the ADA and Section 504."
