,gold_sents,pegasus_output_sents,oreo_pegasus_output_sents
348,"In 1986, the prisoners at the Occoquan Facilites of the District of Columbia's Lorton Correctional Complex filed this class action lawsuit in the U.S. District Court of the District of Columbia.[SENTMARKER]The plaintiffs alleged that the District of Columbia government officials' overcrowding of the facility violated their Eighth Amendment rights.[SENTMARKER]The court held that the defendants had violated the constitution, and required that the prison minimize its population.[SENTMARKER]The case closed in 2003.","In the wake of a prison riot, a number of inmates at the District of Columbia's facilities in Occoquan, Virginia, brought suit in federal district court, challenging their conditions of confinement as violative of the Eighth Amendment.[SENTMARKER]The District Court sustained the challenge and entered a population cap on the facilities, but the Court of Appeals for the D.C. Circuit vacated and remanded, finding that the population cap was too broad a remedy.","In 1986, inmates at the District of Columbia's Occoquan Correctional Complex filed a class action lawsuit under 42 U.S.C.  1983 alleging that conditions at the facility violated the Eighth Amendment's prohibition against cruel and unusual punishment.[SENTMARKER]The plaintiffs sought declaratory and injunctive relief, claiming that an excessive inmate population, deficiencies in environmental health and safety, food services, fire safety, medical and dental services, and mental health care, violated the Constitution.[SENTMARKER]The District Court entered a judgment in favor of the plaintiffs, imposing a population cap on each of the 19 housing units within the facility and requiring the District to reduce the total number of prisoners there to no more than 1,281 by June 1, 1987.[SENTMARKER]The plaintiffs appealed, arguing that the District Court's analysis as to liability and its conclusions with respect to remedy failed to comport with governing Supreme Court precedent."
349,"On August 6, 2006, Prison Legal News (PLN) submitted a Freedom of Information Act (FOIA) request to the Bureau of Prisons (BOP) seeking documents related to litigation expenses.[SENTMARKER]They asked the BOP to waive all search and duplication fees under the FOIA.[SENTMARKER]BOP refused to grant the fee waiver and PLN appealed the decision to the Department of Justice.<br> <br>The DOJ upheld the denial of the request, so on September 13, 2005, PLN filed this lawsuit in the US District Court for the District of Columbia.[SENTMARKER]After several years of litigation, the parties settled in 2017.[SENTMARKER]The BOP produced the requested documents and agreed to pay $420,000 in attorneys' fees and costs.","On September 13, 2005, a non-profit legal journal filed this FOIA lawsuit against the federal government under the Freedom of information Act (FOIA).[SENTMARKER]The plaintiff challenged the adequacy of the Bureau's search for responsive records and its utilization of the redacted information and other documents that it claims have not been produced at all.[SENTMARKER]The court granted the plaintiff's motion for summary judgment and ordered the defendant to produce all documents responsive to its FOIA request without any cost.[SENTMARKER]On August 6, 2003, the plaintiff requested that the Bureau provide it with copies of all documents showing all money paid by the Bureau for lawsuits and claims against it from January 1, 1996 to July 31, 2003.[SENTMARKER]The Bureau denied the request, and the court granted summary judgment to the plaintiff on its fee waiver request.[SENTMARKER]The plaintiff then filed this lawsuit in the United States District Court for the District of Columbia on September 13, 2005.[SENTMARKER]The case was dismissed on August 6, 2003.","The plaintiff, Prison Legal News, filed this Freedom of Information Act (FOIA) lawsuit in the U.S. District Court for the District of Columbia on September 13, 2005 against the Federal Bureau of Prisons (BOP).[SENTMARKER]The plaintiff alleged that the BOP's refusal to grant a fee waiver of all search and duplication fees associated with a FOIA request made under the FOIA was unlawful.[SENTMARKER]The parties agreed to a settlement in which the defendant agreed to release all documents previously produced in the FOIA request to the plaintiff without redaction of any names, job titles or descriptions, dates of employment or events, and religious affiliation of individuals.[SENTMARKER]The court granted the defendant's motion for summary judgment and ordered the defendant to produce the requested documents within 30 days."
350,"Four overdetained former Delaware prisoners, represented by private counsel, filed this § 1983 action against the Delaware Department of Corrections (DDOC) and Central Offender Records (COR).[SENTMARKER]The plaintiffs claimed that inadequate staff, training, discipline, and hours of operation, along with a host of other policies, caused dysfunction and frequent over-detention.[SENTMARKER]The plaintiffs brought suit individually and as a class on behalf of all those incarcerated in a DDOC facility as of October 1, 2008 or later who were not or will not be released within 12 hours of the expiration of their sentence or the forwarding of a court order for release.[SENTMARKER]In 2015, the district court granted the defendants' motion for summary judgment because the plaintiffs' failed to demonstrate that the defendants were deliberately indifferent to the overdetention problem.[SENTMARKER]On appeal, the Third Circuit affirmed the district court's decision to grant summary judgment to the defendants.[SENTMARKER]The case is now closed.","On October 1, 2012, a group of Delaware inmates filed a lawsuit in the U.S. District Court for the District of Delaware alleging that the Department of Corrections (DDOC) had violated their Fourth, Fifth, and Eighth Amendment rights by over-detaining them past their release dates.[SENTMARKER]The plaintiffs alleged that DDOC employees working with release records in COR and elsewhere at DDOC were instructed not to respond to any inquiries by inmates.[SENTMARKER]The defendants moved for summary judgment as to all claims.[SENTMARKER]The Court granted summary judgment in favor of the defendants and denied the plaintiffs' motion for class certification.[SENTMARKER]The case is now closed.","In October 2008, four inmates filed a class action lawsuit in the U.S. District Court for the District of Delaware against the state of Delaware, alleging that the state had violated their Eighth Amendment rights by over-detaining them for more than 12 hours beyond when a court order has been forwarded to Central Offender Records (COR) or when a detainee or prisoner is held past the day that his or her sentence has ended.[SENTMARKER]In response to the plaintiffs' motion for summary judgment, the court granted Defendants' Motion for Summary Judgment, finding that the plaintiffs had failed to show that their interests would not be adequately represented by counsel if they were found to be a class member."
351,"In 2004, a Mental Health Unit (MHU) prisoner at Georgia's Phillips State Prison brought this §1983 suit in the U.S. District Court for the Northern District of Georgia.[SENTMARKER]Represented by the Southern Center for Human Rights, , plaintiff contended that the defendant prison administrators denied Eighth Amendment protections against cruel and unusual punishment by understaffing the MHU, as well as by staffing it with correctional officers without adequate mental health training.[SENTMARKER]Class certification was sought but not granted.[SENTMARKER]On January 31, 2005, the day before dispositive motions were due to be filed, the Court approved the parties' joint stipulation for dismissal.","On January 31, 2005, a group of mentally ill prisoners filed a class action suit in the U.S. District Court for the Northern district of Georgia.[SENTMARKER]The plaintiffs alleged that the defendants violated their civil rights by placing them in a single segregation cell without appropriate screening.[SENTMARKER]The defendants filed a motion to dismiss, claiming that the plaintiffs had not exhausted their administrative remedies.[SENTMARKER]The court denied the motion, and the case was dismissed on January 31, 2005.","In the past two years, at least six individuals housed in the mental health unit at Phillips State Prison have died.[SENTMARKER]The plaintiffs filed this suit in April 2003 against the Department of Corrections, the Georgia Department of Juvenile Justice, and the Georgia Attorney General's Office.[SENTMARKER]The suit alleged that the defendants violated the civil rights of the plaintiffs by placing them in solitary confinement and failing to provide them with adequate medical and mental health care.[SENTMARKER]The case was dismissed on January 31, 2005 by Judge Julie Carnes."
352,"In January of 2008, several inmates filed suit against the Georgia Department of Corrections, alleging that it established a pattern and practice of systematic abuse of the inmates.[SENTMARKER]Several claims and defendants were dismissed for failure to exhaust administrative remedies and failure to plead claims in adequate details.[SENTMARKER]The plaintiffs voluntarily dismissed the case in July 2012.","On March 14, 2012, a prisoner filed a civil rights action in the United States District Court for the Middle district of Georgia alleging physical abuse at the hands of prison officers.[SENTMARKER]The defendants filed a motion to dismiss for failure to exhaust administrative remedies, which was granted by the district court.[SENTMARKER]The Eleventh Circuit reversed and remanded the case, finding that the prisoner did exhaust the required administrative remedies.[SENTMARKER]The district court dismissed the case without prejudice.","On March 12, 2007, two inmates filed a civil rights action in the U.S. District Court for the District of Georgia alleging that they were severely beaten by a group of corrections officers who were executing summary punishment.[SENTMARKER]The defendants filed a motion to dismiss for failure to exhaust administrative remedies, which was granted by the district court.[SENTMARKER]The Eleventh Circuit reversed and remanded the case, finding that the prisoner did exhaust the required administrative remedies.[SENTMARKER]The case will go to trial in July of 2012."
353,"Plaintiff is a trans woman housed in a male prison in Georgia.[SENTMARKER]She filed suit in the Souther District of Georgia alleging prison officials' deliberate indifference to her repeated sexual assault.[SENTMARKER]The district court ruled in favor of the prison administration, grating their motion for summary judgment.[SENTMARKER]On appeal, the Eleventh Circuit affirmed, similarly finding that no violation of the Eighth or Fourteenth Amendments.","On January 6, 2018, an inmate at Rodgers State Prison filed suit against three prison officials, alleging that they had violated her Eighth and Fourteenth Amendments by failing to protect her from a fellow inmate's sexual assault.[SENTMARKER]The defendants filed a motion for summary judgment, arguing that they did not violate the Constitution and that they were nevertheless immune from suit because they were entitled to qualified immunity.[SENTMARKER]The district court dismissed Green's supervisory liability claims.[SENTMARKER]Green appealed, and the district court granted summary judgment in favor of the prison officials.","On July 23, 2018, a female prison inmate filed a civil rights suit against the Georgia prison system alleging that she was sexually assaulted by a male prison officer.[SENTMARKER]The district court granted summary judgment in favor of the prison officials, finding that no constitutional violation had occurred.[SENTMARKER]The court also dismissed Green's supervisory liability claims.[SENTMARKER]Green appealed the district court's decision, and the court denied her appeal."
354,"Hawaiian residents of Native Hawaiian ancestry held in for-profit prisons in Arizona filed this class action lawsuit against the State of Hawaii and CoreCivic.[SENTMARKER]The plaintiffs alleged that the defendant prisons prohibited them from exercising their constitutional and statutory rights to practice their religion.[SENTMARKER]The case involved extensive litigation, with class and sub-class certification granted.[SENTMARKER]However, the case resolved via a settlement that the court held as valid under principles of contract law.","On February 7, 2011, the Native Hawaiian Legal Corporation (NHLC) filed a class action lawsuit in the U.S. District Court for the District of Hawaii on behalf of inmates at Saguaro Correctional Center and Red Rock Correctional Center.[SENTMARKER]The plaintiffs alleged that the defendants violated their rights under the federal Constitution and the RLUIPA Id by preventing them from practicing their native Hawaiian religion.[SENTMARKER]The district court dismissed the case on the ground that the defendant was not doing business in the Southern District of Florida, and therefore, the venue requirements were not met.[SENTMARKER]On May 14, 2015, the court entered a final judgment in favor of the defendants.[SENTMARKER]The final judgment required the defendants to allow outdoor worship classes six times a year for 1.5 hours each time during regularly scheduled ritual class, allow the inmates to participate in two solstice/ox and two Makahiki celebrations each year, publish a communal items list in the prison chapel, and allow the inmate population to identify a source/equin for replacement.","In 2011, a group of Native Hawaiian inmates at the State of Hawai'I filed this lawsuit in the United States District Court for the District of Hawaii against the State and the private company that manages and operates two private prisons in the state.[SENTMARKER]The plaintiffs alleged that the defendants violated their constitutional and statutory right to free exercise of their religion by denying them access to daily worship practices, sacred items, access to sacred space, and access to a spiritual advisor.[SENTMARKER]The court granted the plaintiffs' motion for injunctive relief and granted their motion for class certification.[SENTMARKER]The case is now closed."
355,"Several members of the Church of New Song (CONS) who were inmates in the Iowa State Penitentiary in Fort Madison, Iowa, filed a lawsuit pro se under 42 U.S.C. § 1983 against administrative officials of the Iowa Department of Corrections.[SENTMARKER]In 2009 the Court granted the defendant's motion for summary judgment.","On July 24, 2009, a group of Iowa inmates filed this civil rights lawsuit in the United States District Court for the Southern District Of Iowa.[SENTMARKER]The plaintiffs alleged that the defendants violated their civil rights by wrongfully disciplining them for their involvement in the Church of the New Song (CONS) gang.[SENTMARKER]The defendants moved for summary judgment, and the court granted the defendants' motion for judgment in favor of the defendants and against the plaintiffs.","On July 24, 2009, a group of Iowa inmates filed a lawsuit in the United States District Court for the District of Iowa against the Iowa Department of Corrections.[SENTMARKER]The plaintiffs alleged that the defendants wrongfully disciplined them for their involvement in the Church of the New Song (CONS).[SENTMARKER]The plaintiffs sought declaratory relief, injunctive relief, and damages.[SENTMARKER]The court granted the defendants' motion for summary judgment in favor of the defendants and against the plaintiffs."
356,"On January 23, 2012, a deaf inmate of the Idaho State Correctional Institution filed this complaint in the U.S. District Court for the District of Idaho against the Idaho Department of Correction.[SENTMARKER]The plaintiff alleged that refusing access to a videophone violated the Americans with Disabilities Act and the Rehabilitation Act.[SENTMARKER]The parties settled on January 16, 2015.[SENTMARKER]The settlement required the access to a videophone to the plaintiff and payment of $35,000 for attorneys’ fees.[SENTMARKER]The case was dismissed with prejudice, based on the parties’ settlement on January 29, 2015.","On February 4, 2014, a deaf inmate at the Idaho State Correctional Institution (ISCI) filed this lawsuit in the U.S. District Court for the District of Idaho, alleging that the IDOC failed to provide him with an opportunity to effectively communicate with persons outside the prison that was equal to that provided hearing inmates.[SENTMARKER]The plaintiff, Randolph Smith, is a deaf adult who is currently incarcerated at the ISCI in Kuna, Idaho.[SENTMARKER]The parties have agreed to a settlement conference to be held in this matter on October 31, 2012.","In 2010, a deaf inmate at the Idaho State Correctional Institution (ISCI) filed this lawsuit in the U.S. District Court for the District of Idaho.[SENTMARKER]The complaint alleged that the defendants violated the ADA and the Rehabilitation Act by failing to provide him with an opportunity to effectively communicate with persons outside the prison that was equal to that provided to hearing inmates.[SENTMARKER]The parties agreed to a settlement conference on October 31, 2012.[SENTMARKER]The settlement conference was held in Courtroom #1 on the ISCI campus."
357,"In 2016, a group of prisoners of the Illinois Department of Corrections filed this lawsuit in the U.S. District Court for the Southern District of Illinois.[SENTMARKER]The plaintiffs alleged that they were subjected to extreme isolation in violation of the Eight and Fourteenth Amendments.[SENTMARKER]The court denied the defendant's motion to dismiss.[SENTMARKER]The case is ongoing.","On June 2, 2016, six inmates in the Illinois Department of Corrections (IDOC) filed a class action lawsuit in the U.N.[SENTMARKER]Court of Appeals for the Eastern District of Missouri alleging that the IDOC's use of solitary confinement violated their constitutional rights.[SENTMARKER]The plaintiffs alleged that they were deprived of basic human needs and disproportionate punishment by placement in solitary confinement.[SENTMARKER]The court granted the plaintiffs' motion to dismiss and entered a permanent injunction.[SENTMARKER]The case is now on appeal.","On December 16, 2015, the Illinois Department of Corrections entered into a settlement agreement with a class of inmates who alleged that they were subject to excessive and disproportionate amounts of solitary confinement.[SENTMARKER]The settlement agreement, which was approved by the court in December 2015, provided that the defendants would not use solitary confinement as a form of punishment for lengthy or indefinite periods of time that have no reasonable relationship to the infraction committed.[SENTMARKER]The court granted the plaintiffs' motion for declaratory and injunctive relief, finding that their claims were properly joined."
358,"In 2009, a group of Muslim prisoners filed suit in the U.S. District Court for the Southern District of Indiana against the warden of the Federal Correctional Institute, alleging that the prison's allowance of only one hour of group prayer per week violated the Religious Freedom Restoration Act.[SENTMARKER]The court ultimately issued a permanent injunction against the Federal Correctional Institute in 2013, holding that the prison's policy violated RFRA and, upon further clarification, ordered that the warden &quot;is to allow group prayer during every Muslim prayer time for which the inmates are not confined to their cell.&quot;","[ENTITYCHAIN] June 2009 DATE | Federal Correctional Institution ORG | Southern District of Indiana DATE ||| Muslim inmates at the federal prison in Terre Haute, Indiana filed a class action lawsuit in the U.S. District Court for the Southern District Of Indiana on behalf of Muslim inmates in the Communications Management Unit (CMU) in June 2009.[SENTMARKER]The plaintiffs alleged that the prison's policy on group prayer violated the Religious Freedom Restoration Act of 1993 (RFRA).[SENTMARKER]The plaintiffs sought declaratory and injunctive relief.[SENTMARKER]The court granted the plaintiffs' motion for class certification, and the case is now closed.","In June 2009, two Muslim inmates at the federal prison in Terre Haute, Indiana, filed a lawsuit against the warden of the prison, alleging that the warden's policy on group prayer violated the Religious Freedom Restoration Act of 1993 (RFRA).[SENTMARKER]The court granted the plaintiffs' motion for a permanent injunction, and the warden agreed to allow group prayer during every Muslim prayer time for the inmates not confined to their cells."
359,"In 2007, the Disability Law Center filed a lawsuit in the U.S. District Court for the District of Massachusetts under 42 U.S.C. § 1983, the ADA, and the Rehabilitation Act against the Massachusetts Department of Correction.[SENTMARKER]The DLC claimed that the DOC failed to take into account mental illness when subjecting prisoners to long periods of disciplinary and other forms of isolation and segregation.[SENTMARKER]The case settled in 2011, and the defendants agreed to make sure that mentally ill prisoners were not placed in isolation or segregation without a full evaluation and determination that such placement would not cause further injury; they also agreed to pay attorney fees.[SENTMARKER]The case was closed in 2015 as no one had requested to reopen the case since the settlement monitoring date ended.[SENTMARKER]In 2016 one of the prisoners tried to reopen the case since prison officials were violating the settlement agreement, but the judge refused to reopen the case.","On March 8, 2007, the Plaintiff's Law Center brought this suit in the U.S. District Court for the District of Massachusetts (D.J.)[SENTMARKER]against the Massachusetts Department (DOC) of Correction, alleging that the DOC violated the Constitution by failing to provide adequate medical and mental health services to prisoners.[SENTMARKER]The parties' initial two-year effort to negotiate a settlement was frustrated by a fiscal crisis that constrained the Department's ability to agree to reforms.[SENTMARKER]In December 2011, the parties informed the court that they had agreed to a comprehensive Settlement Agreement.[SENTMARKER]The Agreement, however, does not become effective unless the court approves it and agrees to retain jurisdiction over the case.[SENTMARKER]On April 12, 2012, the court dismissed this case.[SENTMARKER]In addition, the parties agreed to pay the plaintiff's attorney's fees and expenses.","The Disability Law Center, Inc. (DLC) represented all Massachusetts prisoners with mental illnesses in a suit against the Massachusetts Department of Correction (DOC) alleging that the DOC violated the Eighth and Fourteenth Amendments to the U.S. Constitution by subjecting inmates with mental illness to cruel and unusual punishment in violation of Section 504 of the Rehabilitation Act of 1973 and the Americans with Disabilities Act.[SENTMARKER]In December 2011, the parties entered into a settlement agreement that provided for the payment to DLC of attorney's fees and costs of $1,250,000, although the DOC does not agree, and the court does not now find, that DLC is a ""prevailing party"" with a statutory right to fees pursuant to 42 1988 or any other federal fee shifting law.[SENTMARKER]As requested by the parties, this case was dismissed in 2015."
360,"In November 2015, plaintiff inmates with hearing disabilities sued the Massachusetts Department of Correction and the Massachusetts Partnership for Correctional Healthcare under the Americans with Disabilities Act, the Rehabilitation Act, and the Constitution of the United States.[SENTMARKER]After mediation, the parties settled in 2019.[SENTMARKER]Enforcement of the settlement remains in effect for a period of three years.","On June 29, 2016, a class action lawsuit was filed in the United States District Court for the District of Massachusetts on behalf of deaf and hard of hearing inmates in the custody of the Massachusetts Department Of Correction.[SENTMARKER]The plaintiffs alleged that the defendants failed to adequately accommodate the needs of deaf prisoners in the DOC's custody, in violation of a number of statutory and constitutional rights.[SENTMARKER]The parties agreed to a settlement in which the defendants agreed to pay the plaintiffs' attorneys' fees and costs.[SENTMARKER]The settlement is subject to court approval.","On June 24, 2016, a class action lawsuit was filed in the U.S. District Court for the District of Massachusetts on behalf of individuals who are deaf or hard of hearing in the custody of the state's Department of Corrections.[SENTMARKER]The plaintiffs alleged that the defendants failed to adequately accommodate the needs of deaf and hard-of-hearing inmates, in violation of a number of statutory and constitutional rights, including the Americans with Disabilities Act, the Rehabilitation Act, and the Religious Land Use and Institutionalized Persons Act of 2000 (RLUIPA).[SENTMARKER]The plaintiffs moved to certify a class of all present and future DOC inmates with hearing impairments.[SENTMARKER]On July 25, 2016, the court granted the defendants' motion to dismiss, finding that the plaintiffs had failed to show that there was a significant risk to the health or safety of the inmates."
361,"COVID-vulnerable inmates of the Maine Department of Corrections, seeking to represent a class of medically vulnerable and disabled inmates, brought this habeas action in an effort to force the Department to de-densify its prisons by releasing prisoners.[SENTMARKER]Filed May 15, 2020 in the U.S. District Court for the District of Maine, the complaint alleged that the Department had refused to grant medical furlough or home confinement to inmates; they alleged that this was in violation of the Eighth Amendment, the Americans with Disabilities Act, and the Rehabilitation Act.[SENTMARKER]The action was assigned to Judge John A. Woodcock, Jr.[SENTMARKER]Although the Department reported its first case of COVID in May 2020, the court dismissed the plaintiffs’ motion for preliminary injunctive relief in June 2020.[SENTMARKER]Motions to dismiss the case and to convert the case to a different form of habeas were pending as of July 28, 2020.","On May 20, 2020, a medical provider filed this class action lawsuit against the Maine department of corrections in federal court in Portland, Maine.[SENTMARKER]The complaint alleged that the department failed to provide adequate medical care to inmates at the Mountain View Correctional Facility in Bar Harbor, Maine, because it was hard to access medical care in the facility.[SENTMARKER]According to the complaint, the medical provider was unable to provide care for a potential kidney lesion, despite discussing it with another medical provider at a January 2020 appointment.[SENTMARKER]The parties filed a joint status report, as ordered by the court, on May 20, 2020.[SENTMARKER]The parties agreed to implement a number of improvements to the facility, including increased cleaning and disinfecting procedures, increased access to medical care, and increased use of hand sanitizer.[SENTMARKER]The deadline for payment of fines and fees was extended through June 1, 2020.","On May 15, 2020, two individuals incarcerated in facilities operated by the Maine Department of Corrections filed a putative class habeas action on behalf of a class of inmates and three subclasses, claiming Eighth Amendment violations and violations of the Americans with Disabilities Act and the Rehabilitation Act. On May 19, 2020, Petitioners informed the Court that the MDOC had reported the first case of COVID-19 of a person in Maine custody.[SENTMARKER]On June 25, 2020, the Court issued an interim order on discovery.[SENTMARKER]In light of the continued agreement between the parties on the application of the Rules Governing Section 2254, the Court declined to convert the case to a class action."
362,"On October 30, 2007, a state prison inmate filed a §1983 lawsuit against the Chief Medical Officer of the Michigan Department of Corrections' Bureau of Health Care Services and three unnamed individual members of the Medical Services Advisory Committee (MSAC).[SENTMARKER]The plaintiff, who originally filed pro se but was later represented by the University of Michigan Law School General Clinic, sought declarative, monetary, and injunctive relief, claiming that the defendants acted with deliberate indifference to the plaintiff's serious medical needs when they repeatedly denied his request for cataract surgery.[SENTMARKER]On May 30, 2012, following a reversal by the 6th Circuit Court of Appeals, the district court entered an order granting summary judgment in favor of one of the defendants based on qualified immunity.[SENTMARKER]As of November 18, 2014, the case is ongoing against the remaining defendants.","In October 2007, an inmate in the custody of the Michigan department of corrections filed this civil rights action against the department's chief medical officer, alleging that he violated his Eighth Amendment rights by delaying cataract-removal surgery on his left eye for four years.[SENTMARKER]The district court granted summary judgment to the defendants, and the case was dismissed.[SENTMARKER]In November 2007, the inmate filed this lawsuit seeking declaratory, injunctive, and monetary relief.[SENTMARKER]The case was transferred to the federal district court for the Eastern District of Michigan.","On September 21, 2012, a prisoner at the Ryan Correctional Facility in Michigan brought a civil rights action against the Chief Medical Office of the Department of corrections, alleging that he violated his Eighth Amendment rights by delaying cataract-removal surgery on his left eye for four years.[SENTMARKER]The district court denied the defendants' motion for summary judgment based on qualified immunity.[SENTMARKER]The Sixth Circuit reversed the district court's denial of the motion, and the case was remanded for further proceedings."
363,"This 2013 lawsuit was brought by several Muslim inmates of  the Lakeland Correctional Facility in the U.S. District for the Western District of Michigan.[SENTMARKER]The plaintiffs alleged that, in failing to provide adequate nutrition to prisoners observing Ramadan, the defendants, several agents of the Michigan Department of Corrections, had violated the First, Eighth, and Fourteenth Amendments as well as the RLUIPA.[SENTMARKER]The case is ongoing.","Muslim prisoners filed this civil rights action in the U.S. District Court for the Eastern district of Michigan.[SENTMARKER]The plaintiffs alleged that the defendants violated their First and Eighth Amendment rights by depriving them of adequate nutrition during their 2011 and 2012 Ramadan fasts by serving them a total of 1,000 to 1,500 calories per day.[SENTMARKER]The district court granted the defendants’ motion for summary judgment, reasoning that there was no clearly established federal law that entitled the plaintiffs to the 2,900 calories a day allegedly mandated by MDOC policy.[SENTMARKER]The defendants filed this interlocutory appeal, arguing that they are entitled to qualified immunity on the plaintiffs’ Eighth Amendment claim, that the district court defined the constitutional issue too generally, and that there is no law dictating the number of calories that a prisoner must have per day during a thirty-day period.[SENTMARKER]The case was transferred to this district on April 4, 2013 and the defendants moved to dismiss the complaint with prejudice.[SENTMARKER]The court granted their motion, concluding that the plaintiffs could only obtain adequate nutrition by violating their religious beliefs.","In April 2013, a Muslim inmate at the Kinross Correctional Facility in Michigan filed a lawsuit against the Michigan Department of Correctional Services (MDOC) alleging that the MDOC failed to provide adequate nutrition to Muslim prisoners observing Ramadan.[SENTMARKER]The complaint alleged that the defendants violated the Equal Protection Clause of the Fourteenth Amendment to the United States Constitution by failing to treat Muslim inmates differently than Jewish inmates.[SENTMARKER]The court granted the defendants' motion for summary judgment, and the case was transferred to the Western district of Michigan."
364,"In 2016, a transgender prisoner of the Missouri Department of Corrections filed this lawsuit in the U.S. District Court for the Eastern District of Missouri.[SENTMARKER]The Plaintiff alleged that the “freeze-frame” policy of refraining from providing transgender prisoners necessary medical care for gender dysphoria unless they previously received such services violated the Eighth Amendment.[SENTMARKER]In 2018, the court declared that the policy violated the Eighth Amendment’s Cruel and Unusual Punishment Clause and issued a permanent injunction against the policy.[SENTMARKER]The court also ordered the defendants to provide the medical care necessary for the plaintiff’s gender dysphoria.[SENTMARKER]Additionally, the court awarded the plaintiff attorney’s fees and costs.","On August 22, 2016, a transgender woman filed a lawsuit against the Missouri Department of Corrections (MDOC) and Corizon Health, Inc. alleging that the MDOC denied her medically necessary treatment for gender dysphoria, including hormone therapy to certain inmates, pursuant to MDOC’s freeze-frame policy.[SENTMARKER]The complaint also alleged that the Department denied the inmate permanent hair removal and access to gender-affirming canteen items.[SENTMARKER]The case was assigned to the District Court, which granted summary judgment in favor of the defendant.[SENTMARKER]The District Court granted the defendant's motion for summary judgment, and the case was closed.","On August 22, 2016, a transgender inmate filed this lawsuit in the U.N.[SENTMARKER]District Attorney's Office for the Eastern district of Missouri (DORS) on behalf of a female inmate at the Potosi Correctional Center (PCC), a facility for male inmates.[SENTMARKER]The plaintiff, who was incarcerated at PCC, was diagnosed with gender dysphoria and was denied hormone therapy and other medical treatment pursuant to the PCC's ""freeze-frame"" policy.[SENTMARKER]The court granted the plaintiff's motion for preliminary injunctive relief on February 9, 2018 and granted her motion for a permanent injunction on August 22, 2016.[SENTMARKER]The court also granted her costs, expenses, reasonable attorneys' fees, and any other relief the Court deems just and proper."
365,"In 2005, the ACLU filed a class-action lawsuit on behalf of inmates confined in Unit 32 of the Mississippi State Penitentiary in Parchman, Mississippi, alleging dangerous and inhumane conditions of confinement.[SENTMARKER]The parties initially settled in 2006.[SENTMARKER]Then, the plaintiffs filed a motion for contempt in late 2006, seeking an order to compel defendants to immediately comply with the consent decree.[SENTMARKER]After two more settlements, the defendants agreed to close Unit 32 in 2010 and the case was dismissed.","On June 2005, the National Prison Project, the Mississippi ACLU, and Holland Knight, LLP filed a class action lawsuit against the Mississippi Department of Corrections (MDOC) on behalf of prisoners confined in Unit 32 of the state prison at Parchman, Mississippi.[SENTMARKER]The plaintiffs alleged that the MDOC violated their Eighth Amendment rights by subjecting them to inhumane living conditions and excessive force, depriving them of medical and mental health treatment, and denying them due process in housing them in the prison.[SENTMARKER]The parties agreed to a partial settlement of the litigation on the following terms: The parties stipulated that it was their intention to relocate the entire current population of Unit 32 to appropriate housing within MDOC or a facility contracted with MDOC to provide for care of MDOC.[SENTMARKER]The case was dismissed without prejudice by stipulation of the parties on the terms set forth herein.","The National Prison Project of the American Civil Liberties Union (ACLU), the Mississippi ACLU, and Holland Knight, LLP, filed a class action lawsuit in the U.S. District Court for the Northern District of Mississippi in June 2005 on behalf of four individual prisoners seeking relief for all prisoners confined in Unit 32 of the Mississippi State Penitentiary at Parchman, Mississippi.[SENTMARKER]The plaintiffs claimed that the Mississippi Department of Corrections subjects the prisoners to inhumane living conditions and excessive force, deprives them of medical and mental health treatment, and denies them procedural due process in housing them in unit 32.[SENTMARKER]The parties reached a settlement in April 2007 and the parties entered into a consent decree.[SENTMARKER]The court approved the consent decree on June 1, 2007."
366,"In 2013, prisoners in the East Mississippi Correctional Facility (EMCF) filed a class-action lawsuit under 42 U.S.C. § 1983 against the Mississippi Department of Corrections, claiming that EMCF violated the Eighth Amendment's Cruel and Unusual Punishment Clause.[SENTMARKER]Specifically, the plaintiffs claimed that the inhumane living conditions at EMCF, a prison for the mentally ill, harmed inmates.[SENTMARKER]In 2015, the court granted class certification.[SENTMARKER]After engaging in discovery and a bench trial, the parties attempted to settle.[SENTMARKER]After the parties submitted their supplemental expert reports, the parties attempted to settle.[SENTMARKER]However, on January 24, 2019, the parties notified the court that the parties were unable to settle and that future settlement conferences would not be productive.[SENTMARKER]As of March 25, 2019, the case is ongoing.","In 2011, a class action lawsuit was filed in the U.S. District Court for the Southern District of Mississippi on behalf of prisoners confined at the East Mississippi Corrections Facility (EMCF) near Meridian, Mississippi.[SENTMARKER]The plaintiffs alleged that the conditions under which they were being confined violated their Eighth Amendment right to be free from cruel and unusual punishment.[SENTMARKER]The case was dismissed by the Court of Appeals for the Fifth Circuit in 2014 and the case was transferred to the District Court.[SENTMARKER]In 2017, the court granted the defendants' motion for partial summary judgment, and the parties entered into a settlement agreement.[SENTMARKER]The settlement agreement provided for the plaintiffs to be compensated for their medical and mental health care, as well as the payment of attorneys' fees.","On August 28, 2012, a class action was filed in this court on behalf of prisoners confined at the East Mississippi correctional facility near Meridian, Mississippi.[SENTMARKER]The plaintiffs alleged that the defendants' practice was to transfer seriously mentally ill prisoners back and forth between the prison and other MDOC prisons, even though there is no prison in Mississippi that currently provides constitutionally adequate mental health care.[SENTMARKER]The court granted the plaintiffs' motion for summary judgment, and the parties entered a settlement agreement."
