,gold_sents,pegasus_output_sents,oreo_pegasus_output_sents
328,"On December 18, 2009 three young adult residents of Maine who were Medicaid recipients and who were diagnosed with cerebral palsy, filed a lawsuit against the Commissioner of the Maine Department of Health and Human Services in her official capacity.[SENTMARKER]The suit was filed in the United States District Court for the District of Maine.[SENTMARKER]The plaintiffs alleged that DHHS had violated Title II of the ADA and other federal laws.[SENTMARKER]The Plaintiffs alleged that the State had failed to accommodate Plaintiffs' disabilities and to provide medically necessary treatment in the most integrated setting possible, instead forcing them into nursing homes where they were functionally segregated from the outside world.[SENTMARKER]In August, 2010, the plaintiffs filed an amended complaint reframing the case as a class action on behalf of all similarly situated Maine residents.[SENTMARKER]The parties began settlement discussions shortly thereafter.[SENTMARKER]On May 2, 2012, the Court (Judge Nancy Torresen) approved the settlement.[SENTMARKER]The settlement agreement required the State to establish a Medicaid Home and Community Based Waiver (HCBW) program, which would provide a limited number of qualifying class-members the opportunity to live in community-based settings.[SENTMARKER]The case is presumably closed.","In December 2009, a group of individuals with developmental disabilities filed a lawsuit in the U.S. District Court for the District of Maine against the State of Maine, alleging that the Defendant's PASARR program totally excludes Plaintiffs from receiving specialized services by virtue of their developmental disabilities.[SENTMARKER]The plaintiffs sought a preliminary injunction to assure that they receive necessary services to prevent further regression and loss of abilities.[SENTMARKER]On June 24, 2011, the parties entered a settlement agreement that required the Defendant to comply with the Pre-Admission Screening and Resident Review (PASRR) requirements of the Nursing Home Reform Amendments (NHRA) and to provide these important services with ""reasonable promptness"" in compliance with federal Medicaid law.","On August 10, 2010, a group of individuals with developmental disabilities brought this class action suit in the United States District Court for the District of Maine against the State of Maine's Department of Health and Human Services (DHHS) alleging violations of 42 U.S.C.  483.120(a)(2) of the Social Security Act.[SENTMARKER]The plaintiffs alleged that DHHS's home and community based waiver program (HCBW) violated the Americans with Disabilities Act (ADA) and the Rehabilitation Act of 1973 (R&A).[SENTMARKER]The plaintiffs sought declaratory and injunctive relief, and sought class certification.[SENTMARKER]The parties agreed to a settlement in which DHHS agreed to develop a new HCBW, as an alternative to Intermediate Care Facilities, in order to provide community placement options for the plaintiffs.[SENTMARKER]The settlement is consistent with federal law, and the parties have consented to the settlement."
329,"On April 14, 2014, several same-sex couples married in Michigan on March 22, 2014 filed this § 1983 civil rights action against the State in the US District Court for the Eastern District of Michigan.[SENTMARKER]The plaintiffs, represented by the American Civil Liberties Union and private counsel, asked the court to declare that the same-sex marriage ban was unconstitutional when applied to Michigan's same-sex couples, to enjoin the State of Michigan from refusing to recognize those marriages, and to award attorney's fees and costs.[SENTMARKER]On January 15, 2015, the District Court ruled in favor of the plaintiffs.","On March 22, 2014, a group of same-sex couples filed this lawsuit in the United States District Court for the Eastern District Of Michigan, challenging as unconstitutional Michigan's ban on marriage.[SENTMARKER]The plaintiffs challenged the Michigan Marriage Amendment and its implementing statutes, which were declared unconstitutional and permanently enjoined state officials from enforcing them.[SENTMARKER]The following day, county clerks in four Michigan counties opened their offices and began issuing marriage licenses and certificates to gay and lesbian couples.[SENTMARKER]On March 25, 2014, the Sixth Circuit extended its stay of the judgment pending final disposition of the state's appeal.[SENTMARKER]The district court granted the plaintiffs' request for a preliminary injunction requiring the recognition of their marriages, and rejected the defense efforts to dismiss, stay, or consolidate this case.","On March 21, 2014, the ACLU of Michigan and the ACLU Fund of Michigan filed this lawsuit in the U.N.[SENTMARKER]District Judge Mark Goldsmith's district court in the United States District Court for the Eastern district of Michigan.[SENTMARKER]The plaintiffs alleged that Michigan's ban on same-sex marriage violated the Fourteenth Amendment and the Michigan Constitution's equal protection and due process rights.[SENTMARKER]The defendants filed a motion to dismiss the case on November 14, 2014.[SENTMARKER]The district court granted the defendants' motion for summary judgment, and the case is pending on appeal."
330,"Individuals with developmental disabilities who received home-based services under one of North Carolina's Medicaid waiver programs, challenged allegedly unreasonably and arbitrary reductions in their services under a new formula for calculating need.[SENTMARKER]The District Court granted the plaintiffs' request for a preliminary injunction in March 2012.[SENTMARKER]The Fourth Circuit the denied the defendants' appeal of the preliminary injunction.[SENTMARKER]On April 6, 2015, the District Court approved the parties' proposed settlement agreement and the case was dismissed with prejudice on December 31, 2015.","On December 20, 2011, a group of Medicaid recipients filed this class action suit in the United States District Court for the Eastern District Of North Carolina.[SENTMARKER]The plaintiffs sought a temporary restraining order to prevent the defendants from imposing significant reductions in their Medicaid services.[SENTMARKER]The district court granted the plaintiffs' motion for a preliminary injunction on March 29, 2012.[SENTMARKER]On March 29, 2012, the district court dismissed the case.[SENTMARKER]The parties entered into a settlement agreement in which the defendants agreed to provide the plaintiffs with adequate written notice and an opportunity for an impartial hearing before services are denied, reduced or terminated.","On November 19, 2011, a class of Medicaid beneficiaries who suffered from severe developmental disabilities filed a lawsuit in the U.S. District Court for the Eastern District of North Carolina against the Secretary of the North Carolina Department of Health and Human Services (NCD) alleging that the NCD's waiver program violated the Medicaid statute and the Fourteenth Amendment.[SENTMARKER]The plaintiffs sought preliminary and permanent injunctions reinstating their services to previously authorized levels and enjoining defendants (and their agents) from reducing their services without complying with the notice and hearing requirements.[SENTMARKER]The district court granted the plaintiffs' motion for a preliminary injunction on March 29, 2012.[SENTMARKER]The court further ruled that defendants had failed to comply with those requirements.[SENTMARKER]On April 27, 2012, the plaintiffs filed a timely notice of their appeal of the district court's order.[SENTMARKER]The deadline to appeal expired 14 days later, with no notice filed by the remaining defendants.[SENTMARKER]The case was dismissed with no entry of a final judgment."
331,"This case was brought by individuals in Nebraska who were eligible for and had applied for or attempted to apply for home and community-based developmental disability services.[SENTMARKER]Plaintiffs brought the case against the Nebraska Department of Health and Human Services Finance and Support seeking declaratory and injunctive relief prohibiting Defendants from violating the ADA and various Medicaid laws and requiring them to adopt practices aimed at providing eligible persons with developmental disability services in home and community-based settings.[SENTMARKER]Plaintiffs also sought litigation expenses, costs, and attorney's fees.","In February 2008, a group of developmentally disabled Nebraska residents filed this suit in the U.S. District Court for the District of Nebraska against several state agencies and officials, alleging violations of the Americans with Disabilities Act and the Rehabilitation Act.[SENTMARKER]The plaintiffs sought injunctive and declaratory relief.[SENTMARKER]The district court dismissed the case with prejudice, with the court retaining jurisdiction only to decide the issue of attorneys' fees.[SENTMARKER]On appeal, the plaintiffs argue that the district court erred in denying their application for attorney's fees, and that the settlement provided some of the relief that they sought.[SENTMARKER]The parties executed a settlement agreement on March 31, 2008, and the parties filed a joint motion and stipulation for approval of the settlement on April 2, 2008.[SENTMARKER]The parties agreed that the plaintiffs were not prevailing parties and thus not eligible for fees under those statutes.","The plaintiffs sought injunctive and declaratory relief.[SENTMARKER]The defendants moved to dismiss the case, claiming that the plaintiffs had no standing to sue.[SENTMARKER]The district court granted the defendants' motion to dismiss, and the case was transferred to the federal district court for the District of Nebraska."
332,"This case was brought on behalf of individuals in New York City jails with mental illness and chemical dependency seeking declaratory and injunctive relief to require the state to provide sufficient treatment programs instead of incarceration.[SENTMARKER]The case was dismissed on March 11, 2008, because named Plaintiff's claims were moot.","In the last few decades, the criminal justice system in New York City has been flooded with individuals with mental illness, which often co-exists with a history of substance abuse.[SENTMARKER]In this case, plaintiffs sought declaratory and injunctive relief under the ADA and the Rehabilitation Act. They alleged that defendants had violated those statues by excluding plaintiffs from MICA programs based on the severity of their disabilities and requiring plaintiffs to remain incarcerated instead of placing them in MICa programs.[SENTMARKER]The district court denied the motion for class certification on the single ground that plaintiffs failed to exhaust administrative remedies as required by the PLRA.[SENTMARKER]The case was dismissed for lack subject matter jurisdiction.","In September 2005, a group of individuals with mental illness and substance abuse filed a class action suit in the United States District Court for the Southern District of New York against the State Department of Parole and the Division of parole.[SENTMARKER]The plaintiffs alleged that the defendants failed to provide them with adequate treatment for their mental illness, which often co-exists with a history of substance abuse.[SENTMARKER]They sought declaratory and injunctive relief, and sought class certification.[SENTMARKER]On March 2008, the court granted the defendants' motion to dismiss the case, and the parties agreed to a conference on September 11, 2008."
333,"On March 29, 2018, four transgender persons filed this lawsuit in the U.S. District Court for the Southern District of Ohio.[SENTMARKER]The plaintiffs sued the Director of the Ohio Department of Health under 42 U.S.C. § 1983.[SENTMARKER]Represented by the ACLU, the plaintiffs sought declaratory and injunctive relief as well as attorneys’ fees and costs.[SENTMARKER]The court granted the plaintiffs summary judgment on December 16, 2020, following a failed attempt by the government to have the case dismissed for failure to state a claim.[SENTMARKER]On February 1, 2021, the plaintiffs filed a motion for attorney fees.[SENTMARKER]On March 26, the court stayed this motion pending a joint status report detailing the discussions between the parties on the attorney fees motion and the government's compliance with the December 16 order.[SENTMARKER]The court ordered that a joint status report be submitted no later than July 26, 2021.","On June 20, 2020, four transgender individuals filed this lawsuit in the U.N.[SENTMARKER]District District Court for the Southern district of Ohio against the State of Ohio.[SENTMARKER]The plaintiffs sought injunctive relief, including the right to change the sex marker on their birth certificates to reflect their gender identity.[SENTMARKER]The defendants filed a motion for summary judgment, which was denied by the court.[SENTMARKER]On June 21, 2021, the court granted summary judgment to the defendants.","On July 6, 2018, a group of transgender women filed a lawsuit in the U.N.[SENTMARKER]District Court for the Southern District of Ohio, alleging that the State of Ohio's birth certificate policy violated their Fourteenth Amendment rights under the First and Equal Protection Clauses of the Constitution.[SENTMARKER]The defendants moved to dismiss pursuant to Federal Rule of Civil Procedure 12(b)(6).[SENTMARKER]The court granted the defendants' emergency motion for emergency stay on July 6, 2018.[SENTMARKER]The parties filed a joint motion for summary judgment on December 16, 2020, and the case was dismissed on March 26, 2021.[SENTMARKER]The parties are scheduled to file a joint status report on April 6, 2021."
334,"On May 15, 2019 the plaintiffs, for-profit and non-profit providers of medical and surgical abortions in Ohio and their doctors, filed an initial complaint in the District Court for the Southern District of Ohio against the Ohio State Department of Health, the State Medical Board of Ohio, and various county prosecutors contesting the Ohio State Legislature's 6-week abortion ban, passed on April 10 of that year.[SENTMARKER]The plaintiffs won on a motion for a preliminary injunction on July 3.[SENTMARKER]The plaintiffs amended their complaint on March 30, 2020 to include the Ohio Department of Health's order banning all elective medical procedures, including surgical abortions, in the wake of the COVID-19 crisis.[SENTMARKER]They won a preliminary injunction for that order, as well.[SENTMARKER]The case is ongoing.","On July 11, 2019, a group of reproductive healthcare clinics and physicians providing abortion care filed a lawsuit in the United States District Court for the Southern District Of Ohio challenging Ohio's attempt to ban nearly all abortions.[SENTMARKER]On March 20, 2020, the providers received letters from the State warning them that if they did not immediately stop performing non-essential or elective surgical abortions in compliance with the Director's Order, the State would take appropriate measures.[SENTMARKER]The Providers sought a preliminary injunction, which the district court granted in part, on March 30, 2020.[SENTMARKER]The State moved to stay the TRO pending its appeal and asked that we treat its motion both as a stay motion and as a brief on the merit of its appeal.[SENTMARKER]The State's motion for a stay is DENIED as moot.[SENTMARKER]The parties agreed that there was no need for discovery or an evidentiary hearing.","In April 2019, a group of reproductive healthcare clinics and physicians providing abortion care filed a lawsuit in the United States District Court for the Southern District Of Ohio against the Attorney General of Ohio, the Director of the Ohio Department Of Health, and the Secretary of the state Medical Board of Ohio.[SENTMARKER]The plaintiffs sought a temporary restraining order (TRO) to prevent the State from implementing a ban on abortion.[SENTMARKER]The Court granted the plaintiffs' motion to supplement the complaint and issued a TRO on March 30, 2020.[SENTMARKER]The State appealed the TRO to the Sixth Circuit Court of Appeals.[SENTMARKER]The Sixth Circuit denied the State's appeal and the case is closed."
335,"In 2017,  six individuals, persons with physical and/or intellectual impairments that relied on ADvantage waivers and/or In-Home Supports waivers to receive health services at their homes, filed this class action lawsuit in the U.S. District for the Western District of Oklahoma.[SENTMARKER]The plaintiffs sued Oklahoma Health Care Authority (OHCA) and Oklahoma State Department of Human Services (DHS) under 28 U.S.C. § 1331.[SENTMARKER]The plaintiffs, represented by the American Civil Liberties Union (ACLU) and the Oklahoma Disability Law Center, sought injunctive and declaratory relief, claiming violations of the Americans with Disability Act (ADA) and the 504 Rehabilitation Act.[SENTMARKER]In 2018, the court dismissed the plaintiffs' claims for mootness because the controversy had been resolved.","This is a class action brought by seniors and adults with disabilities, all residents of the State of Oklahoma, who are current recipients of the Medicaid ADvantage Waiver or the Medicaid In-Home Supports Waiver for Adults.[SENTMARKER]The benefits of this program are manifold and include fiscal benefits to the state and quality of life benefits to those who are at serious risk of institutionalization as a result of the arbitrary decision to terminate waiver services solely for economic reasons.[SENTMARKER]The plaintiffs are represented by Sherry Davis as legal guardian of individuals over the age of 18 with an intellectual disability.[SENTMARKER]The case was filed on December 6, 2017.[SENTMARKER]The plaintiffs sought to avoid the termination of waiver services for the remainder of the fiscal year.[SENTMARKER]The court granted the plaintiffs' motion for summary judgment, and the case was dismissed.","In October 2017, a group of individuals with disabilities filed this class action lawsuit against the State of Oklahoma.[SENTMARKER]The plaintiffs alleged that the defendants violated the ADA and Section 504 by failing to provide community-based services to those with disabilities through the Medicaid ADvantage Waiver and the Medicaid In- Home Supports Waiver for Adults programs.[SENTMARKER]The defendants moved to dismiss, arguing that the plaintiffs' claims are now moot and that no live controversy remains for resolution."
336,"On December 19, 2013, two same-sex couples residing in Oregon who wished to have a state-recognized marriage filed a lawsuit in the District of Oregon U.S. District Court under 42 U.S.C. § 1983 against the state of Oregon.[SENTMARKER]The plaintiff was represented by attorneys from the American Civil Liberties Union and asked the court to declare that Oregon laws banning same-sex marriage were unconstitutional.[SENTMARKER]On May 19, 2014, the Court (Judge Michael J. McShane) granted summary judgment in favor of the plaintiffs and found that there was no legitimate state interest that would justify the denial of the full and equal recognition to the marriages of same-sex couples.[SENTMARKER]The National Organization for Marriage's attempts to intervene were denied.[SENTMARKER]The case is now closed.","On May 14, 2014, a group of same-sex couples filed a declaratory judgment action against the State of Oregon.[SENTMARKER]The plaintiffs sought a declaration that Oregon’s marriage statute was unconstitutional.[SENTMARKER]The court granted summary judgment in favor of the State.[SENTMARKER]The case was referred to the Supreme Court for further proceedings.","On May 19, 2014, the United States District Court for the District of Oregon ruled that Oregon's ban on same-sex marriage is unconstitutional.[SENTMARKER]The case was brought by a group of couples who were denied the full and equal recognition, attendant rights, benefits, protections, privileges, obligations, responsibilities, and immunities of marriage to same-gender couples.[SENTMARKER]The court found that there was no legitimate state interest that would justify the denial of these rights and that the couples were of the same gender."
337,"Polk Center and White Haven Center were Pennsylvania state facilities that cared for individuals with severe mental and disabilities.[SENTMARKER]The centers represented a type of care facility that function by providing intense care for their residents in isolation from the rest of society.[SENTMARKER]In August of 2019, Pennsylvania Governor Thomas Wolf announced a plan to move residents from these two centers to ""community"" residences, which are not isolated and whose treatment is not as intense.[SENTMARKER]The lawsuit alleged that this switch was in violation of the residents' rights under the Americans with Disabilities Act, Section 504 of the Rehabilitation Act, the Medicaid Act, and that the switch violated residents' substantive due process rights under the Fourth and Fourteenth Amendments.","In December 2013, a group of individuals with developmental disabilities filed this class action lawsuit against the Commonwealth of Pennsylvania's Office of Developmental Programs (ODP) and the Pennsylvania Department of Human Services (DHS).[SENTMARKER]The plaintiffs alleged that the defendants violated the Americans with Disabilities Act (ADA), the ADA implementing regulations, section 504 of the Rehabilitation Act of 1973 as amended, and section 504's implementing regulations.[SENTMARKER]The plaintiffs sought injunctive relief, monetary damages, and other relief.[SENTMARKER]The case was settled in December 2013 and the parties agreed to dismiss the case.","On August 14, 2019, a group of individuals with developmental disabilities filed this class action lawsuit in the United States District Court for the Commonwealth of Pennsylvania against the Commonwealth's Department of Developmental Programs (DDP) and Pennsylvania Governor Tom Wolf.[SENTMARKER]The plaintiffs sought injunctive relief, monetary relief, and other relief under the Fourteenth Amendment and the Americans with Disabilities Act (ADA).[SENTMARKER]The plaintiffs alleged that the defendants' decision to close the Polk and White Haven centers, which was projected to take about three years, violated their due process rights under the ADA and the ADA.[SENTMARKER]The defendants denied the plaintiffs' requests for relief.[SENTMARKER]The district court granted summary judgment in favor of the defendants.[SENTMARKER]The case is now closed."
338,"On May 24, 2017, six individuals, persons with mental disabilities and patients of South Carolina’s G. Werber Bryan Psychiatric Hospital (Bryan Hospital), and Protection and Advocacy for People with Disabilities Inc, filed this class action lawsuit in the U.S. District Court for the District of South Carolina.[SENTMARKER]This lawsuit was brought against the  South Carolina Department of Mental Health and the South Carolina Mental Health Commission, Bryan Hospital was operated by these entities.[SENTMARKER]The plaintiffs sought injunctive and declaratory relief as well as attorneys’ fees and costs claiming violations of Title II of the Americans with Disabilities Act (ADA) and section 504 of the Rehabilitation Act.[SENTMARKER]The plaintiffs alleged that the defendants had a practice of arbitrarily preventing patients the opportunity to discharge from Bryan Hospital, isolation these patients from the community, and charging them for their confinement.[SENTMARKER]This case is ongoing.","On February 27, 2019, the United States District Court for the District of South Carolina denied a motion for class certification filed by a group of individuals with mental disabilities in the South Carolina Department of Mental Health (SCDMH) against the defendants.[SENTMARKER]The plaintiffs alleged that the defendants failed to develop sufficient community-based mental health services for their patients.[SENTMARKER]The defendants denied the motion, and the case is now closed.","On February 27, 2019, the United States District Court for the District of South Carolina entered a final judgment against the South Carolina Department of Mental Health (S.C.DMH) in a class action lawsuit brought by individuals with mental disabilities.[SENTMARKER]The plaintiffs alleged that the defendants failed to develop sufficient community-based mental health services.[SENTMARKER]The final judgment granted the plaintiffs' motion for declaratory and injunctive relief and ordered the defendants to develop a plan to ensure that individuals with disabilities can live integrated in the community."
339,"On January 12, 2015, the United States District Court for South Dakota (Judge Karen E. Schreier) declared that South Dakota's ban on same-sex marriage violated the Fourteenth Amendment to the U.S. Constitution and enjoined the state from enforcing this ban or declining to issue a marriage license because the applicants are of the same gender.[SENTMARKER]On appeal, the Eighth Circuit affirmed the District Court's judgment.[SENTMARKER]The motion to vacate the stay was granted by the District Court on September 9, 2015.[SENTMARKER]This case is now closed.","On May 22, 2014, six same-sex couples filed a lawsuit in the U.S. District Court for the District of South Dakota, alleging that South Dakota’s ban on gay marriage deprives them of their constitutional rights to equal protection, due process, and travel.[SENTMARKER]The district court granted plaintiffs’ motion for summary judgment, finding laws denying them the right to marry (in  9 of the South Dakota Constitution and  25 of the Codified Laws) violated their rights.[SENTMARKER]The court issued a permanent injunction, but stayed it pending appeal.[SENTMARKER]The Court of Appeals held that Obergefell did not render the action moot.","In September 2015, a group of same-sex couples brought action against various South Dakota officials, alleging that the state's ban on gay marriage violated equal protection and due process.[SENTMARKER]The district court granted summary judgment to the couples and issued a permanent injunction, but stayed it pending appeal.[SENTMARKER]The case is now closed."
340,"Institutionalized adults with developmental disabilities filed this challenge to policies in Texas they alleged promoted the unnecessary institutionalization of people with disabilities.[SENTMARKER]The United States (DOJ) has intervened in the case, and the Court eventually granted class certification for a class of: All Medicaid-eligible persons over twenty-one years of age with intellectual or developmental disabilities or a related condition in Texas who currently or will in the future reside in nursing facilities, or who are being, will be, or should be screened for admission to nursing facilities pursuant to 42 U.S.C. § 1396r(e)(7) and 42 C.F.R. § 483.112 et seq. A bench trial was held in late 2018, and as of August 12, 2020, the litigation is ongoing as the parties await the court's decision.","On December 20, 2010, a group of individuals with developmental disabilities filed this class action lawsuit in the U.N.[SENTMARKER]District District Court for the Western District Of Texas.[SENTMARKER]The plaintiffs alleged violations of the Americans with Disabilities Act (ADA) and the Rehabilitation Act of 1973 ( Rehabilitation Act) by the Texas HHSC and the Texas Governor.[SENTMARKER]The case was dismissed on September 27, 2011 by the Court of Appeals for the Fifth Circuit.","On June 15, 2014, a group of individuals with intellectual and developmental disabilities filed a lawsuit in the U.S. District Court for the Northern District of Texas against the State of Texas alleging that the state was violating the Individuals with Disabilities Act (IDEA) by failing to provide necessary specialized services to prevent regression in one of the plaintiffs' seizures.[SENTMARKER]The plaintiffs alleged that the defendants failed to adequately assess and manage Eric Steward's seizure disorder, which would continue to impede his mobility and his ability to participate in all activities and any therapeutic interventions.[SENTMARKER]The defendants filed a motion to dismiss, which was denied by the court, and the case was transferred to the Fifth Circuit Court of Appeals.[SENTMARKER]The Fifth Circuit later clarified that the ""specially charged"" requirement in Okpalobi is not binding precedent and declined to adopt a standard requiring the state official be ""s specially charged"" with enforcement of the statute at issue.[SENTMARKER]The court granted plaintiffs' motion for class certification and ordered that all Medicaid-eligible persons over twenty-one years of age with intellectual or developmental disabilities or a related condition in Texas who currently or will in the future reside in nursing facilities should be screened for admission to nursing facilities pursuant to 42 C.F.R.  483.112 et seq a."
341,"In 2016, states and religiously affiliated healthcare providers filed this lawsuit in the Northern District of Texas.[SENTMARKER]The plaintiffs alleged that the Affordable Care Act's regulation prohibiting discrimination on the basis of sex (which included gender identity and termination of pregnancy) violated the Administrative Procedure Act, Religious Freedom Restoration Act and constitutional rights.[SENTMARKER]In October 2016, plaintiffs moved for a preliminary injunction enjoining enforcement of this regulation, which was granted on December 31, 2016.[SENTMARKER]Defendants' motion to stay the preliminary injunction was denied in January 2017.[SENTMARKER]In May 2017, the defendants filed a motion for voluntary remand and stay, arguing that HHS should be given the opportunity to reconsider the regulation at issue in this case, which would conserve the resources of both parties and the court.[SENTMARKER]In July 2017, Judge O’Connor declined to remand the case, but imposed a stay of all proceedings while HHS reconsidered the regulation.[SENTMARKER]He clarified that the December 31, 2016 preliminary injunction order would be unaffected by the stay and would remain in full force and effect throughout the stay.[SENTMARKER]In December 2018, the stay was lifted, and the parties resumed litigating the case.[SENTMARKER]In September 2019, Judge O'Connor vacated the rule's challenged provisions.[SENTMARKER]An appeal is pending before the Fifth Circuit.","On August 23, 2016, a group of Catholic health care providers sued the Department of Health and Human Services (HHS) for violating Title IX of the Affordable Care Act (ACA) by refusing to provide health insurance coverage for services related to gender transition.[SENTMARKER]The complaint alleged that HHS's final rule implementing Section 1557 of the ACA violated the plaintiffs' religious rights under the Religious Freedom Restoration Act (RFRA) and Section 10(b) of the Americans with Disabilities Act (ADA).[SENTMARKER]The court granted the defendants' Motion for Voluntary Remand and Stay on May 2, 2017.[SENTMARKER]On October 15, 2019, the court vacated the final rule and remanded the case for further consideration.[SENTMARKER]The case is now closed.","On October 21, 2016, a group of transgender individuals filed this suit in the U.N.[SENTMARKER]District District Court for the Northern District Of Texas against the Department of Health and Human Services (HHS) alleging that HHS's interpretation of Title IX's prohibition on prohibited sex discrimination violated the Administrative Procedure Act (APA) and the Religious Freedom Restoration Act (RFRA).[SENTMARKER]On January 24, 2017, the Court denied Plaintiffs' request for a stay of the preliminary injunction and issued a partial ruling on their motion to intervene.[SENTMARKER]On March 15, 2017, Plaintiffs filed a motion for summary judgment.[SENTMARKER]The Court granted Plaintiffs' motion for remand to HHS and lifted the stay of this case on July 10, 2017."
342,"Same sex-couples filed suit in August 2013 against the State of Virginia challenging Virginia laws denying same-sex couples the right to marry and refusing to recognize same-sex marriages entered into in other states as unconstitutional.[SENTMARKER]The case is pending but stayed, awaiting the Fourth Circuit's resolution of another case raising the same issue.","In September 2013, a group of same-sex couples filed a class action lawsuit in the United States District Court for the Western District Of Virginia against the Commonwealth of Virginia.[SENTMARKER]The plaintiffs sought to enjoin the Commonwealth's marriage ban and the enforcement of Virginia's laws denying same sex couples the rights and privileges of marriage that are afforded to opposite sex couples.[SENTMARKER]On October 2014, the Court of Appeals for the Fourth Circuit ruled in favor of the appellees and the Harris class.[SENTMARKER]The Court stayed the effect of the judgment pending appeal and severed Plaintiffs' claims for attorneys' fees and costs for consideration.","On September 23, 2013, a group of same-sex couples filed a class action suit in the Eastern district of Virginia.[SENTMARKER]The plaintiffs sought declaratory and injunctive relief for the violation of their rights under the Fourteenth Amendment.[SENTMARKER]The district court denied the plaintiffs' motion for class certification.[SENTMARKER]On August 20, 2014, the Supreme Court stayed the Fourth Circuit's mandate pending the timely filing and disposition of a petition for writ of certiorari."
343,"On March 10, 1997, the United States filed a complaint against the State of Arizona and Gov. Symington in the District of Arizona (Judge Roslyn Silver), alleging that the Defendants were violating the constitutional rights of female inmates to be free from sexual misconduct and unlawful invasions of privacy.[SENTMARKER]Symington in the District of Arizona (Judge Roslyn Silver), alleging that the Defendants were violating the constitutional rights of female inmates to be free from sexual misconduct and unlawful invasions of privacy.[SENTMARKER]The parties reached a settlement, which was filed on March 11, 1999.[SENTMARKER]As part of the settlement, defendants did not admit any constitutional violations, but agreed to adopt policy and procedures from the Federal Bureau of Prisons, improve screening and training of employees, promote inmate awareness and comfort in reporting abuse, and thoroughly investigate allegations of abuse.[SENTMARKER]On December 13, 1999, the parties jointly filed a stipulation to dismiss which Judge Silver granted in a December 17, 1999 order.","In July 1997, the U.S. Department of Justice (DOJ) filed this class action in the District of Arizona on behalf of female inmates at the Arizona Corrections Center for Women (ADOC) alleging that the defendants failed to protect them from sexual misconduct by correctional officers and staff.[SENTMARKER]The complaint alleged that ADOC women inmates were subjected to a variety of sexual misconduct from Defendants' employees, including sexual relationships, sexual assaults, sexual touching and fondling, and without good reason, frequent, prolonged, close-up and prurient viewing during dressing, showering, and use of toilet facilities.[SENTMARKER]The case was dismissed by the district court, but the case was re-opened and the parties entered into a settlement agreement.[SENTMARKER]Under the settlement agreement, ADOC will revise its current training materials to incorporate all of the provisions of this agreement.[SENTMARKER]A DOC will continue its practice of removing staff accused of serious misconduct from all-contact with female inmates pending the outcome-of-the investigation.","In March 1997, the United States filed this lawsuit in the District Court of Arizona against Arizona's Corrections Department.[SENTMARKER]The complaint alleged that the defendants violated the constitutional rights of inmates incarcerated in Arizona women's prisons to be free from sexual misconduct and unlawful invasions of privacy.[SENTMARKER]The parties entered into a settlement agreement in March 1997.[SENTMARKER]The parties agreed that the complaint had no basis in fact, to avoid the cost, inconvenience, and uncertainty of trial."
344,"This case litigated by the ACLU in the U.S. District Court for the Northern District of California dealt with sanitation, classification, legal access and other conditions at the California Institute for Men (Chino).[SENTMARKER]In 1988, the prison and the plaintiffs entered a settlement agreement, which provided for various improvements and compliance monitoring that ended in 1993.","On September 29, 1988, the ACLU of Southern California filed this suit in the U.S. District Court for the Southern District Of California against the California Department Of Corrections.[SENTMARKER]The plaintiffs alleged that the defendants had violated the Constitution by failing to provide adequate sanitation facilities, adequate floorspace, evacuation, fire, and safety, and sanitation facilities.[SENTMARKER]The parties agreed to a Memorandum of Understanding in which the parties agreed that the parties would resolve all remaining attorney's fees and costs.[SENTMARKER]The case was dismissed on September 29, 1989, and the parties entered into a settlement agreement in October 2.",October 1989 | U.S. District Court for the Southern District of California ||| California Institute of Men (CIM) ||| December 1989 ||||| June 1990 ||| June 2000 ||| July 2000 | ||| August 2000 | September 2000 | August 2000
